example_id,word,en1,en2,ja1,ja2,stage,voice1,voice2
e0181,in English,How do you say 'ありがとう' in English?,It's 'thank you'!,「ありがとう」って英語で何て言うの？,'thank you'だよ！,1,Ivy,Ruth
e0182,have a cold,"Sorry, I can't come to school. I have a cold.","Aw, feel better soon!",ごめん、学校に行けないんだ。風邪をひいちゃって。,あぁ、早くよくなってね。,1,Ivy,Ruth
e0183,anywhere,I can't find my pencil anywhere!,Did you check under your bed?,鉛筆がどこにも見つからない！,ベッドの下は見た？,1,Ivy,Ruth
e0184,nobody,Nobody told me about the party!,Sorry! It was a secret.,パーティーのこと、誰も教えてくれなかった！,ごめん!秘密だったんだ。,1,Ivy,Ruth
e0185,cheap,"Wow, these stickers are so cheap!",Let's get one for each of our friends!,わぁ、このシール、すごく安い！,友だちみんなに一個ずつ買おうよ！,1,Ivy,Ruth
e0186,either,You can have either apple juice or orange juice.,"Orange, please!",リンゴジュースかオレンジジュース、どっちか選んでいいよ。,オレンジ、お願い！,1,Ivy,Ruth
e0187,choose,I can't choose between chocolate and strawberry!,Get both! It's your birthday!,チョコかいちごか選べないよ！,両方にしなよ!誕生日だもん！,1,Ivy,Ruth
e0188,go ahead,Can I have the last cookie?,"Sure, go ahead!",最後のクッキー食べてもいい？,いいよ、どうぞ！,1,Ivy,Ruth
e0189,already,I'm already done with my homework!,"Wow, that was fast! Can you help me?",もう宿題終わったよ！,わぁ、早いね!手伝ってくれる？,1,Ivy,Ruth
e0190,top,I'm at the top of the hill!,"Wow, you're so fast!",丘のてっぺんに着いたよ！,わぁ、足速いね！,1,Ivy,Ruth
e0191,Here we are,Are we there yet?,Here we are! Welcome to the zoo!,まだ着かないの？,着いたよ！動物園へようこそ！,1,Ivy,Ruth
e0192,Is that so?,I heard the new movie is amazing!,Is that so? Let's go see it!,新しい映画、すごく面白いんだって！,そうなの？見に行こうよ！,1,Ivy,Ruth
e0193,away,Stay away from that dog! It looks mean!,"Oh no, you're right. Let's go this way.",あの犬に近づかないで!怖そうだよ！,あ、ほんとだ。こっちの道行こう。,1,Ivy,Ruth
e0194,future,What do you want to be in the future?,I want to be a chef and make yummy food!,将来何になりたい？,シェフになっておいしい料理を作りたい！,1,Ivy,Ruth
e0195,got married to,Mom got married to Dad twenty years ago!,"Whoa, that's a long time!",ママは20年前にパパと結婚したんだよ！,わぁ、長いね！,1,Ivy,Ruth
e0196,become,I want to become a doctor someday!,Cool! You'll be a great one.,いつかお医者さんになりたいな！,いいね!きっといいお医者さんになるよ。,1,Ivy,Ruth
e0197,leave home,Don't forget to feed the cat before you leave home!,"Okay, I'll do it now.",家を出る前に猫にごはんをあげるの忘れないでね！,うん、今やるよ。,1,Ivy,Ruth
e0198,cute,Look at this cute puppy!,"Aww, can I pet it?",この子犬を見て、かわいい！,あぁ、なでてもいい？,1,Ivy,Ruth
e0199,carefully,"Listen carefully to the teacher, okay?","Yes, I will!",先生の話をよく聞いてね、いい？,はい、聞きます！,1,Ivy,Ruth
e0200,useful,This pencil case is so useful!,Right? It can hold so many things!,この筆箱、すごく便利！,でしょ?たくさん入るんだよ！,1,Ivy,Ruth
e0201,I see.,My dad is a firefighter.,I see. That's such a cool job!,私のパパは消防士なんだ。,へぇ。すごくかっこいい仕事だね！,1,Ivy,Ruth
e0202,own,I have my own room now!,Lucky! Can I come see it?,自分の部屋ができたんだ！,いいなぁ！見に行ってもいい？,1,Ivy,Ruth
e0203,send,Can you send me a photo of the puppy?,Sure! Hold on a second.,子犬の写真送ってくれる？,いいよ!ちょっと待ってね。,1,Ivy,Ruth
e0204,perfect,Look at my drawing!,"Wow, it's perfect! You're so good at art.",私の絵を見て！,わぁ、完璧だね!絵が上手だね。,1,Ivy,Ruth
e0205,afternoon,What are you doing this afternoon?,I'm going to play games with my brother!,今日の午後は何するの？,弟とゲームするんだ！,1,Ivy,Ruth
e0206,cry,Why are you crying?,I lost my favorite toy...,なんで泣いてるの？,お気に入りのおもちゃをなくしちゃって…,1,Ivy,Ruth
e0207,somebody,Somebody left their bag in the classroom.,Whose is it? Let's check inside.,誰かが教室にバッグを置いていったよ。,誰のだろう?中を確認してみよう。,1,Ivy,Ruth
e0208,sweet,These candies are too sweet!,Really? I think they're perfect.,このキャンディー、甘すぎるよ！,ほんと?私はちょうどいいと思うけど。,1,Ivy,Ruth
e0209,fan,I'm a big fan of that singer!,Me too! Her songs make me so happy!,私、あの歌手の大ファンなんだ！,私も!あの人の歌、すごく元気が出る！,1,Ivy,Ruth
e0210,person,Who's the kindest person you know?,My grandma! She always shares her cookies.,知ってる中でいちばん優しい人って誰？,おばあちゃん!いつもクッキーを分けてくれるんだ。,1,Ivy,Ruth
e0211,Have a seat,Welcome! Have a seat over there.,Thanks! This couch is so comfy!,いらっしゃい！あそこに座って。,ありがとう!このソファふかふか！,1,Ivy,Ruth
e0212,in the afternoon,Can we go swimming in the afternoon?,Sure! Bring your swimsuit!,午後に泳ぎに行ってもいい？,いいよ!水着持っておいで！,1,Ivy,Ruth
e0213,rich,I wish I was rich!,Why? What would you buy?,お金持ちだったらなぁ！,なんで?何を買うの？,1,Ivy,Ruth
e0214,in order to,I practice every day in order to get better.,That's why you're so good!,上手になるために毎日練習してるんだ。,だからそんなに上手なんだね！,1,Ivy,Ruth
e0215,set,Did you set the alarm for tomorrow?,Yes! It's set for 7.,明日のアラームセットした？,うん!7時にセットしたよ。,1,Ivy,Ruth
e0216,tall,"Wow, you're so tall now!","Yeah, I grew over summer!",わぁ、背が伸びたね！,うん、夏の間に伸びたんだ！,1,Ivy,Ruth
e0217,often,How often do you visit your grandma?,About once a month.,どのくらいの頻度でおばあちゃんに会うの？,月に一回くらいかな。,1,Ivy,Ruth
e0218,start,When did you start playing the piano?,Last year! I love it!,いつからピアノを始めたの？,去年だよ!大好きなんだ！,1,Ivy,Ruth
e0219,city,I want to visit a big city like Tokyo!,Same! Let's go together someday!,東京みたいな大きな街に行きたいな！,同じ!いつか一緒に行こうよ！,1,Ivy,Ruth
e0220,happiness,What brings you the most happiness?,Eating ice cream with my family!,一番幸せを感じるのはどんなとき？,家族とアイスを食べるとき！,1,Ivy,Ruth
e0221,have no idea,Where did I put my keys?,I have no idea. Check the kitchen?,鍵どこに置いたっけ？,さあ、わかんない。台所見てみたら？,1,Ivy,Ruth
e0222,another,"Can I have another cookie, please?","Just one more, okay? Dinner is almost ready.",クッキーもう一個もらってもいい？,あと一個だけだよ、いい?もうすぐ夕ごはんだから。,1,Ivy,Ruth
e0223,funny,That joke was so funny!,Right? I almost died laughing!,あの冗談、すごく面白かった！,でしょ?笑い死ぬかと思った！,1,Ivy,Ruth
e0224,American,My new friend is American.,Cool! Can he speak Japanese?,新しい友だちはアメリカ人なんだ。,いいね!日本語話せるの？,1,Ivy,Ruth
e0225,That would be great,Want me to drive you to school?,"Yes, that would be great! Thanks!",学校まで車で送ろうか？,うん、助かる!ありがとう！,1,Ivy,Ruth
e0226,busy,"Sorry, I'm too busy to play today.","Aw, maybe tomorrow then?",ごめん、今日は忙しくて遊べないんだ。,あぁ、じゃあ明日かな？,1,Ivy,Ruth
e0227,fact,Did you know this fun fact about whales?,"No, tell me! I love learning new things.",クジラのこの面白い豆知識、知ってた？,ううん、教えて!新しいこと知るの大好き！,1,Ivy,Ruth
e0228,wear,What should I wear to the party?,How about your blue dress?,パーティーに何を着ていこう？,青いワンピースはどう？,1,Ivy,Ruth
e0229,Good afternoon,"Good afternoon, everyone!","Good afternoon, teacher!",みなさん、こんにちは！,こんにちは、先生！,1,Ivy,Ruth
e0230,How's it going?,"Hey, how's it going?",Pretty good! Just got back from school.,やあ、調子どう？,まあまあだよ!今学校から帰ってきたとこ。,1,Ivy,Ruth
e0231,correct,Is this the correct answer?,Yes! Good job!,これで正しい答え？,うん!よくできました！,1,Ivy,Ruth
e0232,push,Push the button to open the door!,"Got it! Wow, that was easy.",ボタンを押すとドアが開くよ！,了解!わぁ、簡単だった。,1,Ivy,Ruth
e0233,anything,Is there anything to eat?,There's some bread on the table.,何か食べるものある？,テーブルにパンがあるよ。,1,Ivy,Ruth
e0234,kind,What kind of pet do you want?,A puppy! A small fluffy one!,どんなペットがほしいの？,子犬!小さくてふわふわのやつ！,1,Ivy,Ruth
e0235,safe,Is it safe to swim here?,Yes! The water is shallow.,ここで泳いでも安全？,うん!水が浅いから。,1,Ivy,Ruth
e0236,above,Look! A rainbow above the trees!,So pretty! Let's take a picture!,見て!木の上に虹が出てる！,きれい!写真撮ろうよ！,1,Ivy,Ruth
e0237,take care of ~,Can you take care of my cat while I'm away?,Of course! I love your cat!,私が留守の間、猫のお世話してくれる？,もちろん!きみの猫大好きだもん！,1,Ivy,Ruth
e0238,rock,Look at this cool rock I found!,"Whoa, it sparkles! Can I see?",見て、この見つけたかっこいい石！,おぉ、キラキラしてる!見せて！,1,Ivy,Ruth
e0239,a bit,I'm a bit hungry. Can we eat soon?,Sure! Let's make sandwiches together.,ちょっとお腹すいた。すぐ食べていい？,いいよ!一緒にサンドイッチ作ろう。,1,Ivy,Ruth
e0240,during,I read three books during summer vacation.,"Wow, that's so many!",夏休みの間に本を3冊読んだよ。,わぁ、すごい量だね！,1,Ivy,Ruth
e0241,park,Let's play soccer at the park!,Yes! I'll bring the ball.,公園でサッカーしようよ！,うん!ボール持ってくね。,1,Ivy,Ruth
e0242,closed,"Oh no, the candy shop is closed!","Aw, let's come back tomorrow.",あぁ、お菓子屋さん閉まってる！,残念、明日また来ようよ。,1,Ivy,Ruth
e0243,enjoy,Enjoy your trip!,Thanks! I'll bring you a souvenir!,旅行楽しんでね！,ありがとう!お土産買ってくるね！,1,Ivy,Ruth
e0244,build,Let's build a sandcastle!,Yes! I'll get the bucket!,砂のお城を作ろうよ！,うん!バケツ取ってくる！,1,Ivy,Ruth
e0245,sing,Will you sing with me at the school festival?,Yes! It will be so fun!,学校のお祭りで一緒に歌ってくれる？,うん!すごく楽しそう！,1,Ivy,Ruth
e0246,super,This cake is super yummy!,Right? My mom baked it!,このケーキ、めっちゃおいしい！,でしょ?ママが焼いたんだ！,1,Ivy,Ruth
e0247,Is that right?,Mom said we can have ice cream after dinner!,Is that right? Lucky us!,夕ごはんのあとアイス食べていいってママが言ってた！,ほんと?ラッキーだね！,1,Ivy,Ruth
e0248,through,Let's walk through the park on the way home.,Good idea! It's so pretty today.,帰り道、公園を通って歩こうよ。,いいね!今日すごくいい天気だし。,1,Ivy,Ruth
e0249,quiet,Please be quiet! The baby is sleeping.,"Oh sorry, I didn't know!",静かにして!赤ちゃんが寝てるの。,あ、ごめん、知らなかった！,1,Ivy,Ruth
e0250,go to work,When does your dad go to work?,Around 8 in the morning.,きみのパパはいつ仕事に行くの？,朝8時くらいかな。,1,Ivy,Ruth
e0251,Excuse me,"Excuse me, where is the bathroom?","It's right over there, next to the kitchen.",すみません、トイレはどこですか？,すぐそこ、台所の隣だよ。,1,Ivy,Ruth
e0252,Good luck.,I'm going to ask Mom if I can have a puppy.,Good luck. I hope she says yes!,ママに子犬飼っていいか聞いてみるんだ。,がんばって。いいって言ってくれるといいね！,1,Ivy,Ruth
e0253,brown,I want to dye my hair brown.,Cool! It will look nice on you.,髪を茶色に染めたいな。,いいね!似合うと思うよ。,1,Ivy,Ruth
e0254,true,Is it true that you're moving to America?,Yes! I'm moving next month.,アメリカに引っ越すって本当？,うん!来月引っ越すんだ。,1,Ivy,Ruth
e0255,save,I'm trying to save money for a new toy.,How much do you have so far?,新しいおもちゃのためにお金をためてるんだ。,今どのくらいたまった？,1,Ivy,Ruth
e0256,white,Look! The mountain is all white with snow!,So pretty! Let's go play in it!,見て!山が雪で真っ白だよ！,きれい!遊びに行こうよ！,1,Ivy,Ruth
e0257,a long time ago,I lost this teddy bear a long time ago.,Oh no! Let's look for it together.,このテディベア、ずっと前になくしちゃったんだ。,えぇ!一緒に探そうよ。,1,Ivy,Ruth
e0258,born,I was born in spring.,Cool! My birthday is in spring too!,私は春に生まれたんだ。,いいね!私も誕生日春だよ！,1,Ivy,Ruth
e0259,both,I like both pizza and pasta.,Same! Let's eat Italian food tonight!,ピザもパスタも両方好き。,同じ!今夜イタリアンにしようよ！,1,Ivy,Ruth
e0260,leave,What time do we have to leave?,Around 7. So get ready soon!,何時に出発しなきゃいけないの？,7時くらい。だから早く準備して！,1,Ivy,Ruth
e0261,next time,I missed the bus again!,"Next time, leave home earlier!",またバスに乗り遅れちゃった！,次はもっと早く家を出なよ！,1,Ivy,Ruth
e0262,What's new with you?,Hey! What's new with you?,I got a new puppy last week!,やあ!何か変わったことあった？,先週、子犬を飼い始めたんだ！,1,Ivy,Ruth
e0263,bad at,I'm so bad at math!,"Don't worry, I can help you study.",算数がほんとに苦手なんだ！,大丈夫、勉強手伝ってあげる。,1,Ivy,Ruth
e0264,feeling,I have a strange feeling about this.,What do you mean? Are you scared?,これ、なんか嫌な予感がする。,どういうこと?怖いの？,1,Ivy,Ruth
e0265,interesting,This book is so interesting!,Can I read it after you?,この本、すごく面白い！,あなたの後に読んでもいい？,1,Ivy,Ruth
e0266,think about,Let me think about it for a minute.,"Sure, take your time!",ちょっと考えさせて。,いいよ、ゆっくりどうぞ！,1,Ivy,Ruth
e0267,I'm not sure.,Will it snow tonight?,I'm not sure. Let's check the weather!,今夜は雪降るかな？,わかんない。天気予報見てみよう！,1,Ivy,Ruth
e0268,May I help you?,May I help you?,"Yes, I'm looking for a birthday gift for my mom.",いらっしゃいませ、何かお探しですか？,はい、母への誕生日プレゼントを探してて。,1,Ivy,Ruth
e0269,see each other,When will we see each other again?,Maybe next weekend! Let's plan something!,次はいつ会える？,来週末とか!何か計画しようよ！,1,Ivy,Ruth
e0270,life,Books make my life so much fun!,Same! I love reading too.,本があると人生がすごく楽しくなる！,同じ!私も読書大好き。,1,Ivy,Ruth
e0271,go to bed,It's 10 o'clock! Time to go to bed!,"Just five more minutes, please!",10時だよ!寝る時間！,あと5分だけ、お願い！,1,Ivy,Ruth
e0272,once upon a time,"Once upon a time, there was a tiny dragon.","Ooh, I love stories like this! Tell me more!",むかしむかし、小さなドラゴンがいました。,わぁ、こういうお話大好き!もっと聞かせて！,1,Ivy,Ruth
e0273,famous,Is this restaurant famous?,Yes! Everyone says their pizza is the best!,このレストラン、有名なの？,うん!ピザが一番おいしいってみんな言ってる！,1,Ivy,Ruth
e0274,take a look,I made a new drawing! Take a look!,"Wow, it's amazing!",新しい絵を描いたんだ!見て！,わぁ、すごい！,1,Ivy,Ruth
e0275,take a bath,It's time to take a bath!,"Five more minutes, please!",お風呂の時間だよ！,あと5分だけ、お願い！,1,Ivy,Ruth
e0276,how much,How much is this toy?,It's 500 yen. Pretty cheap!,このおもちゃいくら？,500円だよ。けっこう安いね！,1,Ivy,Ruth
e0277,clean,Please clean up your room before dinner!,"Okay, Mom! I'm almost done.",夕ごはんの前に部屋を片付けてね！,はーい、ママ!もうすぐ終わるよ。,1,Ivy,Ruth
e0278,size,These shoes are too small.,Try a bigger size.,この靴、小さすぎるよ。,もっと大きいサイズを試してみて。,1,Ivy,Ruth
e0279,quickly,Eat quickly! We're going to be late!,"Okay, okay! Don't rush me!",早く食べて!遅れちゃうよ！,わかった、わかった!急かさないで！,1,Ivy,Ruth
e0280,Not at all,Do you mind if I sit here?,Not at all! Please do.,ここに座ってもいい？,ぜんぜんいいよ!どうぞ。,1,Ivy,Ruth
e0281,include,Does this menu include drinks?,"Yes, you get free juice with it!",このメニューって飲み物込み？,うん、ジュースが無料でつくよ！,1,Ivy,Ruth
e0282,office,"Look, my mom works at this office.","Wow, it's so big!",見て、ママはこのオフィスで働いてるんだ。,わぁ、すごく大きいね！,1,Ivy,Ruth
e0283,went up,The price of candy went up again!,"No way, that's so unfair!",キャンディーの値段がまた上がったよ！,ええっ、それひどいね！,1,Ivy,Ruth
e0284,begin,When does the show begin?,In about five minutes! Hurry up!,ショーはいつ始まるの？,あと5分くらい!急いで！,1,Ivy,Ruth
e0285,sport,What's your favorite sport?,Basketball! It's so much fun!,好きなスポーツは何？,バスケ!すごく楽しいんだ！,1,Ivy,Ruth
e0286,drive,"Can you drive me to school, Mom?","Sure, hurry up and get in the car!",ママ、学校まで車で送ってくれる？,いいよ、早く車に乗って！,1,Ivy,Ruth
e0287,simple,This recipe is so simple!,Awesome! Let's try making it together.,このレシピ、すごく簡単！,いいね!一緒に作ってみようよ。,1,Ivy,Ruth
e0288,the same,We have the same shoes!,"Whoa, really? That's so cool!",私たち、同じ靴だ！,えっ、ほんと?すごい！,1,Ivy,Ruth
e0289,remember,Do you remember our trip to the beach?,Yes! It was so much fun!,海に行ったときのこと覚えてる？,うん!すごく楽しかったね！,1,Ivy,Ruth
e0290,mistake,I made a mistake on the test.,It's okay! You'll do better next time.,テストでミスしちゃった。,大丈夫!次がんばればいいよ。,1,Ivy,Ruth
e0291,inside,It's too cold outside. Let's stay inside!,Good idea. I'll make hot chocolate!,外は寒すぎるよ。中にいようよ！,いい考え。ホットチョコ作るね！,1,Ivy,Ruth
e0292,friends with,"Hey, I want to be friends with you!",Really? That makes me so happy!,ねえ、きみと友だちになりたいな！,ほんと?すごくうれしい！,1,Ivy,Ruth
e0293,go shopping,Let's go shopping after school!,Yes! I need new pencils.,放課後、買い物に行こうよ！,うん!新しい鉛筆がいるんだ。,1,Ivy,Ruth
e0294,come back to,Can we come back to this park next week?,Of course! It's so fun here.,来週またこの公園に来てもいい？,もちろん!ここすごく楽しいもん。,1,Ivy,Ruth
e0295,What else?,We need eggs and milk. What else?,Bread! Don't forget bread.,卵と牛乳がいるね。他には？,パン!パン忘れないで。,1,Ivy,Ruth
e0296,beginning,I missed the beginning of the movie!,"Don't worry, I'll tell you what happened.",映画の最初を見逃しちゃった！,大丈夫、何があったか教えてあげる。,1,Ivy,Ruth
e0297,last,I had a scary dream last night.,Oh no! What was it about?,昨日の夜、怖い夢を見たんだ。,えぇ!どんな夢？,1,Ivy,Ruth
e0298,living,I love living near the beach.,I'm so jealous! Can I visit?,海の近くに住むのって最高なんだ。,いいなぁ!遊びに行ってもいい？,1,Ivy,Ruth
e0299,come home,What time will Dad come home?,He said around six o'clock.,パパは何時に帰ってくるの？,6時くらいって言ってたよ。,1,Ivy,Ruth
e0300,"Oh, my gosh!","Oh, my gosh! Look at all these puppies!",I know! They're so cute!,わぁ!この子犬たち見て！,ほんと!すごくかわいい！,1,Ivy,Ruth
e0301,look at,Look at that beautiful sunset!,"Wow, the sky is full of orange and pink!",見て、あのきれいな夕焼け！,わぁ、空がオレンジとピンクでいっぱい！,1,Ivy,Ruth
e0302,side,There's a snack bar on the other side of the park.,Cool! Let's check it out.,公園の反対側に売店があるよ。,いいね!見に行こう。,1,Ivy,Ruth
e0303,carry,These bags are too heavy. Can you carry one?,"Sure, let me help you!",このバッグ重すぎる。一つ持ってくれる？,いいよ、手伝うね！,1,Ivy,Ruth
e0304,every year,We visit Grandma every year in summer.,That sounds so fun!,毎年夏におばあちゃんに会いに行くんだ。,すごく楽しそう！,1,Ivy,Ruth
e0305,do my best,I'll do my best in the test tomorrow!,I believe in you! You got this!,明日のテスト、全力でがんばる！,信じてるよ!きみならできる！,1,Ivy,Ruth
e0306,fall,Be careful! Don't fall off the swing!,"Okay, I'll hold on tight!",気をつけて!ブランコから落ちないでね！,うん、しっかりつかまる！,1,Ivy,Ruth
e0307,how to,Can you teach me how to swim?,Sure! It's not that hard.,泳ぎ方を教えてくれる？,いいよ!そんなに難しくないから。,1,Ivy,Ruth
e0308,die,I'm going to die if I don't get water!,"Haha, you're being so dramatic!",水飲まないと死んじゃう！,あはは、大げさだなぁ！,1,Ivy,Ruth
e0309,I agree.,I think recess is the best part of school!,I agree. Playing outside is so fun.,休み時間が学校で一番いいと思う！,賛成。外で遊ぶの楽しいもんね。,1,Ivy,Ruth
e0310,Help yourself,Help yourself to the cookies!,Thanks! These look so good!,クッキー、好きなだけ食べてね！,ありがとう!すごくおいしそう！,1,Ivy,Ruth
e0311,answer,I don't know the answer to this question.,Let me help you. It's not that hard!,この問題の答えがわからないよ。,手伝ってあげる。そんなに難しくないよ！,1,Ivy,Ruth
e0312,live,Where do you live?,Right next to the park!,どこに住んでるの？,公園のすぐ隣だよ！,1,Ivy,Ruth
e0313,expensive,"Whoa, this toy is so expensive!",Maybe ask for it for your birthday.,うわ、このおもちゃすごく高い！,誕生日にお願いしてみたら？,1,Ivy,Ruth
e0314,What's up?,"Hey, what's up?",Just hanging out with my brother.,やあ、調子どう？,弟とのんびりしてるとこ。,1,Ivy,Ruth
e0315,all day,I played video games all day.,"Wow, didn't your mom get mad?",一日中ゲームしてたんだ。,わぁ、ママに怒られなかった？,1,Ivy,Ruth
e0316,No problem,Thanks for lending me your eraser!,No problem! Anytime.,消しゴム貸してくれてありがとう！,どういたしまして!いつでもどうぞ。,1,Ivy,Ruth
e0317,Great job,"Look, I got 100 on my spelling test!",Great job! I'm proud of you!,見て、つづりのテストで100点取ったよ！,すごいね!えらいぞ！,1,Ivy,Ruth
e0318,alone,I don't want to walk home alone.,"Don't worry, I'll come with you!",一人で家まで帰りたくないな。,大丈夫、一緒に行ってあげる！,1,Ivy,Ruth
e0319,welcome,Welcome to my new house!,"Wow, it's so big! Show me around!",私の新しい家へようこそ！,わぁ、すごく大きい!案内して！,1,Ivy,Ruth
e0320,big,Look at that big dog!,"Whoa, it's huge! Is it friendly?",あの大きな犬を見て！,わぁ、でかい!人に優しいのかな？,1,Ivy,Ruth
e0321,behind,Look behind you! There's a butterfly!,"Wow, so pretty! I want to catch it!",後ろを見て!ちょうちょがいるよ！,わぁ、きれい!つかまえたい！,1,Ivy,Ruth
e0322,next to ~,Can I sit next to you?,Sure! Come over here.,隣に座ってもいい？,いいよ!こっちおいで。,1,Ivy,Ruth
e0323,think,I think that this puzzle is too hard for me.,Don't give up! Try one more time.,このパズル、私には難しすぎると思う。,あきらめないで!もう一回やってみて。,1,Ivy,Ruth
e0324,get dressed,Hurry up and get dressed! We're late!,I'm coming! Just need to find my socks.,早く着替えて!遅れちゃうよ！,今行く!靴下を探してるだけ。,1,Ivy,Ruth
e0325,short,My hair is too short. I miss it long.,"Don't worry, it will grow back fast.",髪が短すぎる。長いほうがよかったな。,大丈夫、すぐに伸びるよ。,1,Ivy,Ruth
e0326,What about you?,I love chocolate ice cream. What about you?,Strawberry! It's the best!,私はチョコアイスが好き。きみは？,いちご!最高だよね！,1,Ivy,Ruth
e0327,get sick,Don't go outside without a coat. You'll get sick!,"Okay, Mom! I'm getting it now.",コートなしで外に出ちゃダメ!風邪ひくよ！,はーい、ママ!今着るよ。,1,Ivy,Ruth
e0328,Good luck!,I'm so nervous about my piano test.,Good luck! You'll do great!,ピアノのテスト、すごく緊張する。,がんばって!きっとうまくいくよ！,1,Ivy,Ruth
e0329,poor,"Oh no, this poor little kitten is lost.",Let's help find its mom!,あぁ、このかわいそうな子猫、迷子だ。,ママを探すの手伝おうよ！,1,Ivy,Ruth
e0330,kind of,I'm kind of tired today.,Want to rest before we play?,今日はちょっと疲れてるんだ。,遊ぶ前に休む？,1,Ivy,Ruth
e0331,again,Can we watch this movie again?,Again?! We just saw it yesterday!,この映画もう一回見ていい？,また?昨日見たばっかりじゃん！,1,Ivy,Ruth
e0332,low,"Be careful, this ceiling is very low!","Oops, I almost hit my head!",気をつけて、この天井すごく低いよ！,うわ、危うく頭ぶつけるとこだった！,1,Ivy,Ruth
e0333,plan,What's your plan for Sunday?,I'm going to the zoo with my dad!,日曜の予定は何？,パパと動物園に行くんだ！,1,Ivy,Ruth
e0334,Here you are.,Can I have a pencil?,Here you are. You can keep it!,鉛筆もらってもいい？,はい、どうぞ。あげるよ！,1,Ivy,Ruth
e0335,line,There's a long line at the ice cream shop!,"Aw, let's come back later.",アイス屋さん、すごく行列だよ！,あぁ、あとでまた来ようよ。,1,Ivy,Ruth
e0336,at first,"At first, I was scared to ride the bike.",But now you're so good at it!,最初は自転車に乗るのが怖かったんだ。,でも今はすごく上手だね！,1,Ivy,Ruth
e0337,go for it,I'm not sure if I should try out for the team...,Go for it! You can do it!,チームの入団テスト受けようか迷ってて…,やってみなよ!きみならできる！,1,Ivy,Ruth
e0338,difference,What's the difference between these two pens?,This one writes thicker. Try them both!,この2本のペン、何が違うの？,こっちのほうが太く書けるよ。両方試してみて！,1,Ivy,Ruth
e0339,ready to,I'm ready to start! Where should I begin?,Let's clean up the toys first.,始める準備できた!どこから始めればいい？,まずおもちゃを片付けようか。,1,Ivy,Ruth
e0340,glad,I'm so glad you came to my party!,Me too! It was so much fun!,パーティーに来てくれてすごくうれしい！,私も!すごく楽しかった！,1,Ivy,Ruth
e0341,air,The air smells so fresh after the rain!,"Yeah, let's go outside and play!",雨のあとの空気、すごく気持ちいい！,うん、外に出て遊ぼうよ！,1,Ivy,Ruth
e0342,in front of,Stand in front of the camera!,Okay! Should I smile?,カメラの前に立って！,うん!笑ったほうがいい？,1,Ivy,Ruth
e0343,copy,Stop trying to copy my drawing!,Sorry! I just like your style.,私の絵をまねしないでよ！,ごめん!きみの絵が好きでつい。,1,Ivy,Ruth
e0344,kid,Stop being a kid and clean your room!,"Aw, but I am a kid!",子どもみたいなこと言ってないで部屋を片付けなさい！,えー、だって子どもだもん！,1,Ivy,Ruth
e0345,over,"Yay, school is over! Let's play!",I'll race you to the playground!,やった、学校終わり!遊ぼう！,遊び場まで競争だ！,1,Ivy,Ruth
e0346,soon,Want to come over and play games?,Sounds great! I'll be there soon!,うちに来てゲームしない？,いいね!すぐ行くよ！,1,Ivy,Ruth
e0347,break,Don't break my new toy!,"Sorry, I didn't mean to. I'll be careful.",私の新しいおもちゃを壊さないで！,ごめん、わざとじゃないんだ。気をつけるよ。,1,Ivy,Ruth
e0348,careful,Be careful! The floor is wet!,Thanks for telling me!,気をつけて!床が濡れてるよ！,教えてくれてありがとう！,1,Ivy,Ruth
e0349,eat all,Did you eat all the cookies?,"Sorry, they were so good!",クッキー全部食べちゃったの？,ごめん、おいしすぎて！,1,Ivy,Ruth
e0350,beauty,The beauty of this park makes me so happy.,I know! Let's come here every weekend!,この公園の美しさを見ると幸せになるよ。,わかる!毎週末ここに来ようよ！,1,Ivy,Ruth
e0351,interested in,Are you interested in dinosaurs?,Yes! I want to be a scientist when I grow up!,恐竜に興味ある？,うん!大きくなったら科学者になりたいんだ！,1,Ivy,Ruth
e0352,pull,Pull harder! The door is stuck!,I'm trying! It won't open!,もっと強く引っ張って!ドアが動かないんだ！,やってるよ!開かない！,1,Ivy,Ruth
e0353,beautiful,Look at this beautiful flower!,"Wow, it's so pretty! Can I smell it?",このきれいな花を見て！,わぁ、すてき!匂いかいでもいい？,1,Ivy,Ruth
e0354,in the evening,I usually read books in the evening.,That's a great habit!,私はたいてい夜に本を読むんだ。,いい習慣だね！,1,Ivy,Ruth
e0355,I understand.,"Sorry, I'm too tired to play today.",I understand. Maybe tomorrow!,ごめん、今日は疲れすぎて遊べないんだ。,わかった。じゃあ明日ね！,1,Ivy,Ruth
e0356,talk,Can we talk for a minute?,"Sure, what's up?",ちょっと話せる？,いいよ、どうしたの？,1,Ivy,Ruth
e0357,last year,We went to Hawaii last year.,"Wow, that sounds amazing!",去年ハワイに行ったんだ。,わぁ、最高そう！,1,Ivy,Ruth
e0358,happy to,I'm so happy to see you again!,Me too! It's been forever!,また会えてすごくうれしい！,私も!すごく久しぶりだね！,1,Ivy,Ruth
e0359,actually,"I thought this was easy, but actually it's really hard.",Don't give up! I'll help you.,簡単だと思ったけど、実はすごく難しいんだ。,あきらめないで!手伝ってあげる。,1,Ivy,Ruth
e0360,sometimes,Sometimes I wish I could fly.,Me too! That would be so cool.,たまに空を飛べたらなって思うんだ。,私も!すごくかっこいいよね。,1,Ivy,Ruth
