question_id,arrange_word_id,arrange_word,en1,en2,ja1,ja2,voice1,voice2,included_1or2,voice1_name,voice2_name,sentence_first_en,sentence_second_en,answer,chips,audio_first,audio_second,audio_auto,icon_first,icon_second,position_first,position_second,highlight_chips
e0495,va0248,line,There's such a long line for the ride!,"Ugh, let's find something else to do.",この乗り物、すごい行列だね！,うわ、他のことしようよ。,Ivy,Kevin,1,Ivy,Kevin,___________,"Ugh, let's find something else to do.",There's such a long line for the ride!,There's|such|a|long|line|for|the|ride!,e0495-a.mp3,e0495-b.mp3,1,user,Kevin.png,right,left,line
e0496,va0248,line,Can you draw a straight line here?,,ここにまっすぐな線を引いてくれる？,,Ivy,,1,Ivy,,___________,,Can you draw a straight line here?,Can|you|draw|a|straight|line|here?,e0496-a.mp3,,1,user,,right,none,line
e0497,va0249,dream,I had a weird dream last night.,What happened in it?,昨日変な夢見たんだ。,どんな夢だったの？,Ivy,Kevin,1,Ivy,Kevin,___________,What happened in it?,I had a weird dream last night.,I|had|a|weird|dream|last|night.,e0497-a.mp3,e0497-b.mp3,1,user,Kevin.png,right,left,dream
e0498,va0249,dream,My dream is to become a vet someday.,,私の夢はいつか獣医になることなんだ。,,Ivy,,1,Ivy,,___________,,My dream is to become a vet someday.,My|dream|is|to|become|a|vet|someday.,e0498-a.mp3,,1,user,,right,none,dream
e0499,va0250,get well,I hope you get well soon.,"Thanks, I'm already feeling better.",早く良くなるといいね。,ありがとう、もう調子良くなってきてるよ。,Ivy,Kevin,1,Ivy,Kevin,___________,"Thanks, I'm already feeling better.",I hope you get well soon.,I|hope|you|get|well|soon.,e0499-a.mp3,e0499-b.mp3,1,user,Kevin.png,right,left,get|well
e0500,va0250,get well,She got well faster than the doctor expected.,,彼女は医者が予想してたより早く回復したんだ。,,Ruth,,1,Ruth,,___________,,She got well faster than the doctor expected.,She|got|well|faster|than|the|doctor|expected.,e0500-a.mp3,,1,05.png,,left,none,got|well
e0501,va0251,take a picture,Can you take a picture of us?,"Sure, say cheese!",私たちの写真撮ってくれる？,うん、はいチーズ！,Ivy,Kevin,1,Ivy,Kevin,___________,"Sure, say cheese!",Can you take a picture of us?,Can|you|take|a|picture|of|us?,e0501-a.mp3,e0501-b.mp3,1,user,Kevin.png,right,left,take|picture
e0502,va0251,take a picture,"I took a picture of the sunset yesterday, it was amazing.",,昨日夕日の写真撮ったんだ、すごく綺麗だったよ。,,Ivy,,1,Ivy,,___________,,"I took a picture of the sunset yesterday, it was amazing.","I|took|a|picture|of|the|sunset|yesterday,|it|was|amazing.",e0502-a.mp3,,1,user,,right,none,took|picture
e0503,va0252,important,Is this test really important for our grade?,"Yeah, it's worth twenty percent.",このテストって成績にすごく重要なの？,うん、20パーセント分だよ。,Ivy,Ruth,1,Ivy,Ruth,___________,"Yeah, it's worth twenty percent.",Is this test really important for our grade?,Is|this|test|really|important|for|our|grade?,e0503-a.mp3,e0503-b.mp3,1,user,05.png,right,left,important
e0504,va0252,important,The most important thing is that you tried your best.,,一番大事なのは、精一杯頑張ったってことだよ。,,Ivy,,1,Ivy,,___________,,The most important thing is that you tried your best.,The|most|important|thing|is|that|you|tried|your|best.,e0504-a.mp3,,1,user,,right,none,important
e0505,va0253,each,Each student needs to bring their own lunch.,"Got it, I'll remember.",生徒はそれぞれ自分のお弁当を持ってくる必要があるよ。,わかった、覚えておくね。,Ruth,Ivy,1,Ruth,Ivy,___________,"Got it, I'll remember.",Each student needs to bring their own lunch.,Each|student|needs|to|bring|their|own|lunch.,e0505-a.mp3,e0505-b.mp3,1,05.png,user,left,right,Each
e0506,va0253,each,We each got a prize for participating.,,参加賞をそれぞれもらったんだ。,,Ivy,,1,Ivy,,___________,,We each got a prize for participating.,We|each|got|a|prize|for|participating.,e0506-a.mp3,,1,user,,right,none,each
e0507,va0254,still,Are you still awake?,"Yeah, I can't fall asleep.",まだ起きてるの？,うん、眠れないんだ。,Ivy,Kevin,1,Ivy,Kevin,___________,"Yeah, I can't fall asleep.",Are you still awake?,Are|you|still|awake?,e0507-a.mp3,e0507-b.mp3,1,user,Kevin.png,right,left,still
e0508,va0254,still,I still remember my first day of middle school.,,中学の初日のこと、今でも覚えてるよ。,,Ivy,,1,Ivy,,___________,,I still remember my first day of middle school.,I|still|remember|my|first|day|of|middle|school.,e0508-a.mp3,,1,user,,right,none,still
e0509,va0255,empty,The fridge is completely empty.,We really need to go grocery shopping.,冷蔵庫が完全に空っぽだよ。,本当に買い物行かないとだね。,Ivy,Matthew,1,Ivy,Matthew,___________,We really need to go grocery shopping.,The fridge is completely empty.,The|fridge|is|completely|empty.,e0509-a.mp3,e0509-b.mp3,1,user,Matthew.png,right,left,empty.
e0510,va0255,empty,"This seat next to me is empty, you can sit here.",,私の隣の席空いてるよ、ここ座っていいよ。,,Ivy,,1,Ivy,,___________,,"This seat next to me is empty, you can sit here.","This|seat|next|to|me|is|empty,|you|can|sit|here.",e0510-a.mp3,,1,user,,right,none,"empty,"
e0511,va0256,marry,Would you ever marry someone from another country?,"Maybe, why not?",他の国の人と結婚することってあると思う？,あるかもね、いいんじゃない？,Ivy,Kevin,1,Ivy,Kevin,___________,"Maybe, why not?",Would you ever marry someone from another country?,Would|you|ever|marry|someone|from|another|country?,e0511-a.mp3,e0511-b.mp3,1,user,Kevin.png,right,left,marry
e0512,va0256,marry,My uncle married his high school sweetheart.,,私のおじさん、高校時代の彼女と結婚したんだ。,,Ivy,,1,Ivy,,___________,,My uncle married his high school sweetheart.,My|uncle|married|his|high|school|sweetheart.,e0512-a.mp3,,1,user,,right,none,married
e0513,va0257,work,Does this app actually work?,"Yeah, it's really useful!",このアプリ実際に使える？,うん、すごく便利だよ！,Ivy,Kevin,1,Ivy,Kevin,___________,"Yeah, it's really useful!",Does this app actually work?,Does|this|app|actually|work?,e0513-a.mp3,e0513-b.mp3,1,user,Kevin.png,right,left,work?
e0514,va0257,work,My dad works at a hospital downtown.,,私のお父さんは街中の病院で働いてるんだ。,,Ivy,,1,Ivy,,___________,,My dad works at a hospital downtown.,My|dad|works|at|a|hospital|downtown.,e0514-a.mp3,,1,user,,right,none,works
e0515,va0258,pretty,That necklace is so pretty.,"Thanks, it was a birthday gift!",そのネックレスすごく綺麗だね。,ありがとう、誕生日プレゼントだったんだ！,Ivy,Kevin,1,Ivy,Kevin,___________,"Thanks, it was a birthday gift!",That necklace is so pretty.,That|necklace|is|so|pretty.,e0515-a.mp3,e0515-b.mp3,1,user,Kevin.png,right,left,pretty.
e0516,va0258,pretty,"This test was pretty hard, wasn't it?",,このテスト結構難しかったよね？,,Ivy,,1,Ivy,,___________,,"This test was pretty hard, wasn't it?","This|test|was|pretty|hard,|wasn't|it?",e0516-a.mp3,,1,user,,right,none,pretty
e0517,va0259,loud,Can you turn the music down? It's too loud.,"Oh sorry, I didn't realize.",音楽もっと小さくしてくれる？うるさすぎるよ。,あ、ごめん、気づかなかった。,Matthew,Ivy,1,Matthew,Ivy,___________,"Oh sorry, I didn't realize.",Can you turn the music down? It's too loud.,Can|you|turn|the|music|down?|It's|too|loud.,e0517-a.mp3,e0517-b.mp3,1,Matthew.png,user,left,right,loud.
e0518,va0259,loud,The crowd got really loud when our team scored.,,私たちのチームが得点した時、観客がすごく盛り上がったよ。,,Ivy,,1,Ivy,,___________,,The crowd got really loud when our team scored.,The|crowd|got|really|loud|when|our|team|scored.,e0518-a.mp3,,1,user,,right,none,loud
e0519,va0260,soon,Are we leaving soon?,"Yeah, in about ten minutes.",もうすぐ出発する？,うん、あと10分くらいで。,Ivy,Matthew,1,Ivy,Matthew,___________,"Yeah, in about ten minutes.",Are we leaving soon?,Are|we|leaving|soon?,e0519-a.mp3,e0519-b.mp3,1,user,Matthew.png,right,left,soon?
e0520,va0260,soon,I hope it stops raining soon.,,早く雨が止むといいな。,,Ivy,,1,Ivy,,___________,,I hope it stops raining soon.,I|hope|it|stops|raining|soon.,e0520-a.mp3,,1,user,,right,none,soon.
e0521,va0261,chat,Do you want to chat online tonight?,"Sure, I'll be free after dinner.",今夜オンラインでチャットしない？,いいよ、夕飯の後なら空いてる。,Ivy,Kevin,1,Ivy,Kevin,___________,"Sure, I'll be free after dinner.",Do you want to chat online tonight?,Do|you|want|to|chat|online|tonight?,e0521-a.mp3,e0521-b.mp3,1,user,Kevin.png,right,left,chat
e0522,va0261,chat,We chatted for hours about the new anime.,,新しいアニメについて何時間もおしゃべりしたんだ。,,Ivy,,1,Ivy,,___________,,We chatted for hours about the new anime.,We|chatted|for|hours|about|the|new|anime.,e0522-a.mp3,,1,user,,right,none,chatted
e0523,va0262,class,What class do you have first thing tomorrow?,"English, unfortunately.",明日の一時間目何の授業？,残念ながら英語だよ。,Ivy,Kevin,1,Ivy,Kevin,___________,"English, unfortunately.",What class do you have first thing tomorrow?,What|class|do|you|have|first|thing|tomorrow?,e0523-a.mp3,e0523-b.mp3,1,user,Kevin.png,right,left,class
e0524,va0262,class,Our whole class went on a field trip last week.,,先週、クラス全員で校外学習に行ったんだ。,,Ivy,,1,Ivy,,___________,,Our whole class went on a field trip last week.,Our|whole|class|went|on|a|field|trip|last|week.,e0524-a.mp3,,1,user,,right,none,class
e0525,va0263,bathtub,The bathtub is already full.,"Great, I'll go take a bath.",もう浴槽にお湯たまってるよ。,よかった、お風呂入ってくるね。,Ivy,Matthew,1,Ivy,Matthew,___________,"Great, I'll go take a bath.",The bathtub is already full.,The|bathtub|is|already|full.,e0525-a.mp3,e0525-b.mp3,1,user,Matthew.png,right,left,bathtub
e0526,va0263,bathtub,I need to clean the bathtub before Mom sees it.,,お母さんに見られる前に浴槽掃除しないと。,,Ivy,,1,Ivy,,___________,,I need to clean the bathtub before Mom sees it.,I|need|to|clean|the|bathtub|before|Mom|sees|it.,e0526-a.mp3,,1,user,,right,none,bathtub
e0527,va0264,watch,Do you want to watch a movie tonight?,"Sure, what should we watch?",今夜映画見ない？,いいね、何見ようか？,Ivy,Kevin,1,Ivy,Kevin,___________,"Sure, what should we watch?",Do you want to watch a movie tonight?,Do|you|want|to|watch|a|movie|tonight?,e0527-a.mp3,e0527-b.mp3,1,user,Kevin.png,right,left,watch
e0528,va0264,watch,Can you watch my bag while I go to the bathroom?,,トイレ行ってる間、荷物見ててくれる？,,Ivy,,1,Ivy,,___________,,Can you watch my bag while I go to the bathroom?,Can|you|watch|my|bag|while|I|go|to|the|bathroom?,e0528-a.mp3,,1,user,,right,none,watch
e0529,va0265,large,"Can I get a large fries, please?","Sure thing, coming right up!",Lサイズのポテトください。,かしこまりました、すぐお持ちしますね！,Ivy,Matthew,1,Ivy,Matthew,___________,"Sure thing, coming right up!","Can I get a large fries, please?","Can|I|get|a|large|fries,|please?",e0529-a.mp3,e0529-b.mp3,1,user,Matthew.png,right,left,large
e0530,va0265,large,That's a pretty large backpack for a day trip.,,日帰り旅行にしてはかなり大きいリュックだね。,,Ivy,,1,Ivy,,___________,,That's a pretty large backpack for a day trip.,That's|a|pretty|large|backpack|for|a|day|trip.,e0530-a.mp3,,1,user,,right,none,large
e0531,va0266,mean,What does this word mean?,"I'm not sure, let's look it up.",この単語ってどういう意味？,わかんないな、調べてみようよ。,Ivy,Kevin,1,Ivy,Kevin,___________,"I'm not sure, let's look it up.",What does this word mean?,What|does|this|word|mean?,e0531-a.mp3,e0531-b.mp3,1,user,Kevin.png,right,left,mean?
e0532,va0266,mean,I didn't mean to hurt your feelings.,,君を傷つけるつもりはなかったんだ。,,Ivy,,1,Ivy,,___________,,I didn't mean to hurt your feelings.,I|didn't|mean|to|hurt|your|feelings.,e0532-a.mp3,,1,user,,right,none,mean
e0533,va0267,helpful,"Thanks, that advice was really helpful.","No problem, glad it helped!",ありがとう、そのアドバイスすごく助かったよ。,よかった、役に立って嬉しいよ！,Ivy,Kevin,1,Ivy,Kevin,___________,"No problem, glad it helped!","Thanks, that advice was really helpful.","Thanks,|that|advice|was|really|helpful.",e0533-a.mp3,e0533-b.mp3,1,user,Kevin.png,right,left,helpful.
e0534,va0267,helpful,She's always so helpful when I don't understand something.,,わからないことがある時、彼女はいつもすごく助けてくれるんだ。,,Ivy,,1,Ivy,,___________,,She's always so helpful when I don't understand something.,She's|always|so|helpful|when|I|don't|understand|something.,e0534-a.mp3,,1,user,,right,none,helpful
e0535,va0268,gift,What did you get her for a birthday gift?,A necklace she'd been wanting!,彼女の誕生日プレゼントに何あげたの？,ずっと欲しがってたネックレス！,Ivy,Kevin,1,Ivy,Kevin,___________,A necklace she'd been wanting!,What did you get her for a birthday gift?,What|did|you|get|her|for|a|birthday|gift?,e0535-a.mp3,e0535-b.mp3,1,user,Kevin.png,right,left,gift?
e0536,va0268,gift,This scarf was a gift from my grandma.,,このマフラーはおばあちゃんからのプレゼントなんだ。,,Ivy,,1,Ivy,,___________,,This scarf was a gift from my grandma.,This|scarf|was|a|gift|from|my|grandma.,e0536-a.mp3,,1,user,,right,none,gift
e0537,va0269,hold,Can you hold my bag for a second?,"Sure, no problem.",ちょっと私の荷物持っててくれる？,うん、いいよ。,Ivy,Kevin,1,Ivy,Kevin,___________,"Sure, no problem.",Can you hold my bag for a second?,Can|you|hold|my|bag|for|a|second?,e0537-a.mp3,e0537-b.mp3,1,user,Kevin.png,right,left,hold
e0538,va0269,hold,"I've held a snake before, it wasn't scary at all.",,前に蛇を持ったことあるけど、全然怖くなかったよ。,,Ivy,,1,Ivy,,___________,,"I've held a snake before, it wasn't scary at all.","I've|held|a|snake|before,|it|wasn't|scary|at|all.",e0538-a.mp3,,1,user,,right,none,held
e0539,va0270,younger,Do you have a younger sibling?,"Yeah, a younger brother, he's so annoying.",弟か妹いる？,うん、弟がいるよ、すごくうざいんだけど。,Ivy,Kevin,1,Ivy,Kevin,___________,"Yeah, a younger brother, he's so annoying.",Do you have a younger sibling?,Do|you|have|a|younger|sibling?,e0539-a.mp3,e0539-b.mp3,1,user,Kevin.png,right,left,younger
e0540,va0270,younger,You look younger than you actually are.,,実年齢より若く見えるね。,,Kevin,,1,Kevin,,___________,,You look younger than you actually are.,You|look|younger|than|you|actually|are.,e0540-a.mp3,,1,Kevin.png,,left,none,younger
e0541,va0271,study,Do you want to study together after school?,"Sure, my house or yours?",放課後一緒に勉強しない？,いいね、私の家それとも君の家？,Ivy,Kevin,1,Ivy,Kevin,___________,"Sure, my house or yours?",Do you want to study together after school?,Do|you|want|to|study|together|after|school?,e0541-a.mp3,e0541-b.mp3,1,user,Kevin.png,right,left,study
e0542,va0271,study,I've been studying for the exam all week.,,今週ずっと試験勉強してるんだ。,,Ivy,,1,Ivy,,___________,,I've been studying for the exam all week.,I've|been|studying|for|the|exam|all|week.,e0542-a.mp3,,1,user,,right,none,studying
e0543,va0272,movie,What movie are we watching this weekend?,The new superhero one!,今週末どの映画見るの？,新しいヒーロー映画だよ！,Ivy,Kevin,1,Ivy,Kevin,___________,The new superhero one!,What movie are we watching this weekend?,What|movie|are|we|watching|this|weekend?,e0543-a.mp3,e0543-b.mp3,1,user,Kevin.png,right,left,movie
e0544,va0272,movie,That movie made me cry so much.,,あの映画、すごく泣いちゃったよ。,,Ivy,,1,Ivy,,___________,,That movie made me cry so much.,That|movie|made|me|cry|so|much.,e0544-a.mp3,,1,user,,right,none,movie
e0545,va0273,once,Have you ever tried sushi?,"Only once, but I loved it!",お寿司食べたことある？,一回だけだけど、すごく好きだったよ！,Ivy,Kevin,2,Ivy,Kevin,Have you ever tried sushi?,___________,"Only once, but I loved it!","Only|once,|but|I|loved|it!",e0545-a.mp3,e0545-b.mp3,1,user,Kevin.png,right,left,"once,"
e0546,va0273,once,"Once you learn to ride a bike, you never forget.",,一度自転車の乗り方を覚えたら、絶対忘れないよ。,,Ruth,,1,Ruth,,___________,,"Once you learn to ride a bike, you never forget.","Once|you|learn|to|ride|a|bike,|you|never|forget.",e0546-a.mp3,,1,05.png,,left,none,Once
e0547,va0274,bottom,My phone fell to the bottom of my bag.,"Ugh, that always happens to me too.",スマホがバッグの底に落ちちゃった。,うわ、私もいつもそうなるんだよね。,Ivy,Kevin,1,Ivy,Kevin,___________,"Ugh, that always happens to me too.",My phone fell to the bottom of my bag.,My|phone|fell|to|the|bottom|of|my|bag.,e0547-a.mp3,e0547-b.mp3,1,user,Kevin.png,right,left,bottom
e0548,va0274,bottom,Write your name at the bottom of the page.,,ページの一番下に名前を書いてね。,,Ruth,,1,Ruth,,___________,,Write your name at the bottom of the page.,Write|your|name|at|the|bottom|of|the|page.,e0548-a.mp3,,1,05.png,,left,none,bottom
e0549,va0275,sell,Are you going to sell your old bike?,"Yeah, I don't ride it anymore.",古い自転車売るつもりなの？,うん、もう乗らないから。,Ivy,Kevin,1,Ivy,Kevin,___________,"Yeah, I don't ride it anymore.",Are you going to sell your old bike?,Are|you|going|to|sell|your|old|bike?,e0549-a.mp3,e0549-b.mp3,1,user,Kevin.png,right,left,sell
e0550,va0275,sell,This shop sells the best handmade jewelry.,,このお店は最高の手作りアクセサリーを売ってるんだ。,,Ivy,,1,Ivy,,___________,,This shop sells the best handmade jewelry.,This|shop|sells|the|best|handmade|jewelry.,e0550-a.mp3,,1,user,,right,none,sells
e0551,va0276,afraid,Are you afraid of the dark?,"A little, especially in new places.",暗いの怖い？,ちょっとね、特に知らない場所だと。,Ivy,Kevin,1,Ivy,Kevin,___________,"A little, especially in new places.",Are you afraid of the dark?,Are|you|afraid|of|the|dark?,e0551-a.mp3,e0551-b.mp3,1,user,Kevin.png,right,left,afraid
e0552,va0276,afraid,I'm afraid I might have left the stove on.,,コンロつけっぱなしにしちゃったかもしれない。,,Ivy,,1,Ivy,,___________,,I'm afraid I might have left the stove on.,I'm|afraid|I|might|have|left|the|stove|on.,e0552-a.mp3,,1,user,,right,none,afraid
e0553,va0277,anime,What anime are you watching right now?,One about a girl who can talk to animals!,今どんなアニメ見てるの？,動物と話せる女の子の話だよ！,Ivy,Kevin,1,Ivy,Kevin,___________,One about a girl who can talk to animals!,What anime are you watching right now?,What|anime|are|you|watching|right|now?,e0553-a.mp3,e0553-b.mp3,1,user,Kevin.png,right,left,anime
e0554,va0277,anime,I've been into anime since I was little.,,小さい頃からアニメにハマってるんだ。,,Ivy,,1,Ivy,,___________,,I've been into anime since I was little.,I've|been|into|anime|since|I|was|little.,e0554-a.mp3,,1,user,,right,none,anime
e0555,va0278,amazing,That firework show was amazing!,"I know, the best one yet!",あの花火大会すごかったね！,だよね、今までで一番だった！,Ivy,Kevin,1,Ivy,Kevin,___________,"I know, the best one yet!",That firework show was amazing!,That|firework|show|was|amazing!,e0555-a.mp3,e0555-b.mp3,1,user,Kevin.png,right,left,amazing!
e0556,va0278,amazing,You did an amazing job on your presentation.,,プレゼン、本当にすごく良かったよ。,,Ruth,,1,Ruth,,___________,,You did an amazing job on your presentation.,You|did|an|amazing|job|on|your|presentation.,e0556-a.mp3,,1,05.png,,left,none,amazing
e0557,va0279,chance,Do you think we have a chance of winning?,"Definitely, we've been practicing so hard!",勝てるチャンスあると思う？,絶対あるよ、あんなに練習してきたんだから！,Ivy,Kevin,1,Ivy,Kevin,___________,"Definitely, we've been practicing so hard!",Do you think we have a chance of winning?,Do|you|think|we|have|a|chance|of|winning?,e0557-a.mp3,e0557-b.mp3,1,user,Kevin.png,right,left,chance
e0558,va0279,chance,I never got the chance to say goodbye.,,さよならを言うチャンスがなかったんだ。,,Ivy,,1,Ivy,,___________,,I never got the chance to say goodbye.,I|never|got|the|chance|to|say|goodbye.,e0558-a.mp3,,1,user,,right,none,chance
e0559,va0280,believe,I can't believe we won the game!,"I know, it still feels unreal!",私たちが試合に勝つなんて信じられない！,だよね、まだ現実味がないよ！,Ivy,Kevin,1,Ivy,Kevin,___________,"I know, it still feels unreal!",I can't believe we won the game!,I|can't|believe|we|won|the|game!,e0559-a.mp3,e0559-b.mp3,1,user,Kevin.png,right,left,believe
e0560,va0280,believe,Do you believe in ghosts?,,幽霊って信じる？,,Ivy,,1,Ivy,,___________,,Do you believe in ghosts?,Do|you|believe|in|ghosts?,e0560-a.mp3,,1,user,,right,none,believe
e0561,va0281,poor,That poor dog looks so hungry.,Let's give it some food.,あのかわいそうな犬、すごくお腹すいてそう。,何か食べ物あげようよ。,Ivy,Kevin,1,Ivy,Kevin,___________,Let's give it some food.,That poor dog looks so hungry.,That|poor|dog|looks|so|hungry.,e0561-a.mp3,e0561-b.mp3,1,user,Kevin.png,right,left,poor
e0562,va0281,poor,"We were pretty poor when I was little, but happy.",,私が小さい頃、うちは結構貧しかったけど幸せだったよ。,,Matthew,,1,Matthew,,___________,,"We were pretty poor when I was little, but happy.","We|were|pretty|poor|when|I|was|little,|but|happy.",e0562-a.mp3,,1,Matthew.png,,left,none,poor
e0563,va0282,another,Can I have another slice of pizza?,"Sure, help yourself!",ピザもう一切れもらってもいい？,うん、どうぞ！,Ivy,Kevin,1,Ivy,Kevin,___________,"Sure, help yourself!",Can I have another slice of pizza?,Can|I|have|another|slice|of|pizza?,e0563-a.mp3,e0563-b.mp3,1,user,Kevin.png,right,left,another
e0564,va0282,another,Let's try a different café another time.,,また今度別のカフェ試してみようよ。,,Ivy,,1,Ivy,,___________,,Let's try a different café another time.,Let's|try|a|different|café|another|time.,e0564-a.mp3,,1,user,,right,none,another
e0565,va0283,look for,What are you looking for?,"My earphones, have you seen them?",何探してるの？,イヤホンなんだ、見なかった？,Ivy,Kevin,1,Ivy,Kevin,___________,"My earphones, have you seen them?",What are you looking for?,What|are|you|looking|for?,e0565-a.mp3,e0565-b.mp3,1,user,Kevin.png,right,left,looking|for?
e0566,va0283,look for,I've been looking for a new backpack for weeks.,,何週間も新しいリュック探してるんだ。,,Ivy,,1,Ivy,,___________,,I've been looking for a new backpack for weeks.,I've|been|looking|for|a|new|backpack|for|weeks.,e0566-a.mp3,,1,user,,right,none,looking|for
e0567,va0284,example,Can you give me an example?,"Sure, like when you say sorry too much.",例を挙げてくれる？,うん、例えば謝りすぎちゃう時とかね。,Ivy,Kevin,1,Ivy,Kevin,___________,"Sure, like when you say sorry too much.",Can you give me an example?,Can|you|give|me|an|example?,e0567-a.mp3,e0567-b.mp3,1,user,Kevin.png,right,left,example?
e0568,va0284,example,This painting is a good example of his early style.,,この絵は彼の初期スタイルの良い例だね。,,Ruth,,1,Ruth,,___________,,This painting is a good example of his early style.,This|painting|is|a|good|example|of|his|early|style.,e0568-a.mp3,,1,05.png,,left,none,example
e0569,va0285,tool,Do you have a tool to open this jar?,"Yeah, I've got a jar opener somewhere.",この瓶開けるための道具ある？,うん、瓶オープナーがどこかにあるはず。,Ivy,Kevin,1,Ivy,Kevin,___________,"Yeah, I've got a jar opener somewhere.",Do you have a tool to open this jar?,Do|you|have|a|tool|to|open|this|jar?,e0569-a.mp3,e0569-b.mp3,1,user,Kevin.png,right,left,tool
e0570,va0285,tool,A dictionary app is a really useful tool for studying.,,辞書アプリは勉強にすごく役立つ道具だよね。,,Ivy,,1,Ivy,,___________,,A dictionary app is a really useful tool for studying.,A|dictionary|app|is|a|really|useful|tool|for|studying.,e0570-a.mp3,,1,user,,right,none,tool
e0571,va0286,draw,Can you draw a cat for me?,"Sure, give me a minute.",猫描いてくれる？,うん、ちょっと待って。,Ivy,Kevin,1,Ivy,Kevin,___________,"Sure, give me a minute.",Can you draw a cat for me?,Can|you|draw|a|cat|for|me?,e0571-a.mp3,e0571-b.mp3,1,user,Kevin.png,right,left,draw
e0572,va0286,draw,She's been drawing manga characters since she was seven.,,彼女は7歳の時から漫画キャラを描いてるんだ。,,Ivy,,1,Ivy,,___________,,She's been drawing manga characters since she was seven.,She's|been|drawing|manga|characters|since|she|was|seven.,e0572-a.mp3,,1,user,,right,none,drawing
e0573,va0287,rainy,It's supposed to be rainy all weekend.,"Great, there goes our picnic.",週末ずっと雨みたいだよ。,うわ、ピクニックだめじゃん。,Ivy,Kevin,1,Ivy,Kevin,___________,"Great, there goes our picnic.",It's supposed to be rainy all weekend.,It's|supposed|to|be|rainy|all|weekend.,e0573-a.mp3,e0573-b.mp3,1,user,Kevin.png,right,left,rainy
e0574,va0287,rainy,I love reading books on rainy days.,,雨の日に本を読むのが好きなんだ。,,Ivy,,1,Ivy,,___________,,I love reading books on rainy days.,I|love|reading|books|on|rainy|days.,e0574-a.mp3,,1,user,,right,none,rainy
e0575,va0288,busy,Are you busy this afternoon?,"Kind of, I have club practice.",今日の午後暇？,ちょっと忙しいかな、部活の練習あるんだ。,Ivy,Kevin,1,Ivy,Kevin,___________,"Kind of, I have club practice.",Are you busy this afternoon?,Are|you|busy|this|afternoon?,e0575-a.mp3,e0575-b.mp3,1,user,Kevin.png,right,left,busy
e0576,va0288,busy,This week has been so busy with tests.,,今週はテストですごく忙しかったよ。,,Ivy,,1,Ivy,,___________,,This week has been so busy with tests.,This|week|has|been|so|busy|with|tests.,e0576-a.mp3,,1,user,,right,none,busy
e0577,va0289,expensive,Isn't this restaurant kind of expensive?,"A bit, but it's worth it!",このレストランちょっと高くない？,ちょっとね、でもその価値はあるよ！,Ivy,Kevin,1,Ivy,Kevin,___________,"A bit, but it's worth it!",Isn't this restaurant kind of expensive?,Isn't|this|restaurant|kind|of|expensive?,e0577-a.mp3,e0577-b.mp3,1,user,Kevin.png,right,left,expensive?
e0578,va0289,expensive,Those sneakers were way too expensive for me.,,あのスニーカー、私には高すぎたよ。,,Ivy,,1,Ivy,,___________,,Those sneakers were way too expensive for me.,Those|sneakers|were|way|too|expensive|for|me.,e0578-a.mp3,,1,user,,right,none,expensive
e0579,va0290,get out of,"Let's get out of here, it's too crowded.","Good idea, follow me.",ここから出よう、混みすぎてる。,いい考えだね、ついてきて。,Ivy,Kevin,1,Ivy,Kevin,___________,"Good idea, follow me.","Let's get out of here, it's too crowded.","Let's|get|out|of|here,|it's|too|crowded.",e0579-a.mp3,e0579-b.mp3,1,user,Kevin.png,right,left,get|out|of
e0580,va0290,get out of,I couldn't get out of bed this morning.,,今朝ベッドから出られなかったよ。,,Ivy,,1,Ivy,,___________,,I couldn't get out of bed this morning.,I|couldn't|get|out|of|bed|this|morning.,e0580-a.mp3,,1,user,,right,none,get|out|of
e0581,va0291,hurt,Did you hurt yourself?,"Just a little, I'm okay.",怪我した？,ちょっとだけ、大丈夫だよ。,Ivy,Kevin,1,Ivy,Kevin,___________,"Just a little, I'm okay.",Did you hurt yourself?,Did|you|hurt|yourself?,e0581-a.mp3,e0581-b.mp3,1,user,Kevin.png,right,left,hurt
e0582,va0291,hurt,What she said really hurt my feelings.,,彼女が言ったこと、本当に傷ついたんだ。,,Ivy,,1,Ivy,,___________,,What she said really hurt my feelings.,What|she|said|really|hurt|my|feelings.,e0582-a.mp3,,1,user,,right,none,hurt
e0583,va0292,catch,Can you catch this ball?,"I'll try, throw it!",このボールキャッチできる？,やってみる、投げて！,Ivy,Kevin,1,Ivy,Kevin,___________,"I'll try, throw it!",Can you catch this ball?,Can|you|catch|this|ball?,e0583-a.mp3,e0583-b.mp3,1,user,Kevin.png,right,left,catch
e0584,va0292,catch,I think I caught a cold from my little brother.,,弟から風邪うつされたっぽいんだ。,,Ivy,,1,Ivy,,___________,,I think I caught a cold from my little brother.,I|think|I|caught|a|cold|from|my|little|brother.,e0584-a.mp3,,1,user,,right,none,caught
e0585,va0293,studying,Are you studying for tomorrow's quiz?,"Trying to, but I keep getting distracted.",明日の小テストの勉強してる？,しようとしてるけど、気が散っちゃうんだよね。,Ivy,Kevin,1,Ivy,Kevin,___________,"Trying to, but I keep getting distracted.",Are you studying for tomorrow's quiz?,Are|you|studying|for|tomorrow's|quiz?,e0585-a.mp3,e0585-b.mp3,1,user,Kevin.png,right,left,studying
