question_id,arrange_word_id,arrange_word,en1,en2,ja1,ja2,voice1,voice2,included_1or2,voice1_name,voice2_name,sentence_first_en,sentence_second_en,answer,chips,audio_first,audio_second,audio_auto,icon_first,icon_second,position_first,position_second,highlight_chips
e0293,va0147,usually,What do you usually do after school?,I usually go straight home and nap.,放課後は普段何してるの？,たいていまっすぐ家に帰って昼寝してるよ。,Kevin,Ivy,1,Kevin,Ivy,___________,I usually go straight home and nap.,What do you usually do after school?,What|do|you|usually|do|after|school?,e0293-a.mp3,e0293-b.mp3,1,Kevin.png,user,left,right,usually
e0294,va0147,usually,It's not usually this cold in October.,,10月にこんなに寒いのは普段珍しいんだけどな。,,Ivy,,1,Ivy,,___________,,It's not usually this cold in October.,It's|not|usually|this|cold|in|October.,e0294-a.mp3,,1,user,,right,none,usually
e0295,va0148,only,How much time do we have left?,Only ten minutes!,あとどれくらい時間ある？,たった10分だよ！,Kevin,Ivy,2,Kevin,Ivy,How much time do we have left?,___________,Only ten minutes!,Only|ten|minutes!,e0295-a.mp3,e0295-b.mp3,1,Kevin.png,user,left,right,Only
e0296,va0148,only,"I only ate half my lunch, I wasn't hungry.",,お昼、半分しか食べなかった、お腹すいてなかったんだ。,,Ivy,,1,Ivy,,___________,,"I only ate half my lunch, I wasn't hungry.","I|only|ate|half|my|lunch,|I|wasn't|hungry.",e0296-a.mp3,,1,user,,right,none,only
e0297,va0149,fail,I'm scared I'll fail the math test.,"You'll be fine, you studied so hard!",数学のテスト落ちるんじゃないかって不安なんだ。,大丈夫だよ、あんなに頑張って勉強したじゃん！,Ivy,Kevin,1,Ivy,Kevin,___________,"You'll be fine, you studied so hard!",I'm scared I'll fail the math test.,I'm|scared|I'll|fail|the|math|test.,e0297-a.mp3,e0297-b.mp3,1,user,Kevin.png,right,left,fail
e0298,va0149,fail,"Even if you fail once, you can always try again.",,一度失敗しても、また挑戦すればいいんだよ。,,Ivy,,1,Ivy,,___________,,"Even if you fail once, you can always try again.","Even|if|you|fail|once,|you|can|always|try|again.",e0298-a.mp3,,1,user,,right,none,fail
e0299,va0150,count,Can you count how many people are here?,"Sure, let me check.",ここに何人いるか数えてくれる？,うん、確認するね。,Ivy,Matthew,1,Ivy,Matthew,___________,"Sure, let me check.",Can you count how many people are here?,Can|you|count|how|many|people|are|here?,e0299-a.mp3,e0299-b.mp3,1,user,Matthew.png,right,left,count
e0300,va0150,count,"That doesn't count, you started before I said go!",,それは無効だよ、「よーい」って言う前にスタートしたじゃん！,,Kevin,,1,Kevin,,___________,,"That doesn't count, you started before I said go!","That|doesn't|count,|you|started|before|I|said|go!",e0300-a.mp3,,1,Kevin.png,,left,none,"count,"
e0301,va0151,dark,"It's getting dark, we should head home.","Yeah, let's go.",暗くなってきたね、そろそろ家に帰ろう。,うん、行こう。,Matthew,Ivy,1,Matthew,Ivy,___________,"Yeah, let's go.","It's getting dark, we should head home.","It's|getting|dark,|we|should|head|home.",e0301-a.mp3,e0301-b.mp3,1,Matthew.png,user,left,right,"dark,"
e0302,va0151,dark,"I'm scared of the dark, can you leave the light on?",,暗いの怖いから、電気つけたままにしてくれる？,,Ivy,,1,Ivy,,___________,,"I'm scared of the dark, can you leave the light on?","I'm|scared|of|the|dark,|can|you|leave|the|light|on?",e0302-a.mp3,,1,user,,right,none,"dark,"
e0303,va0152,vacation,What are you doing for summer vacation?,Going to my cousin's place in Osaka!,夏休み何するの？,大阪のいとこのところに行くんだ！,Kevin,Ivy,1,Kevin,Ivy,___________,Going to my cousin's place in Osaka!,What are you doing for summer vacation?,What|are|you|doing|for|summer|vacation?,e0303-a.mp3,e0303-b.mp3,1,Kevin.png,user,left,right,vacation?
e0304,va0152,vacation,I can't wait until vacation starts.,,休みが始まるのが待ちきれないよ。,,Ivy,,1,Ivy,,___________,,I can't wait until vacation starts.,I|can't|wait|until|vacation|starts.,e0304-a.mp3,,1,user,,right,none,vacation
e0305,va0153,should,Should I bring an umbrella today?,"Yeah, it might rain later.",今日傘持って行ったほうがいい？,うん、後で雨降るかもしれないよ。,Ivy,Matthew,1,Ivy,Matthew,___________,"Yeah, it might rain later.",Should I bring an umbrella today?,Should|I|bring|an|umbrella|today?,e0305-a.mp3,e0305-b.mp3,1,user,Matthew.png,right,left,Should
e0306,va0153,should,You shouldn't stay up so late before a test.,,テストの前はそんなに夜更かししないほうがいいよ。,,Matthew,,1,Matthew,,___________,,You shouldn't stay up so late before a test.,You|shouldn't|stay|up|so|late|before|a|test.,e0306-a.mp3,,1,Matthew.png,,left,none,shouldn't
e0307,va0154,paint,Can you help me paint this poster?,"Sure, what colors do we need?",このポスター塗るの手伝ってくれる？,うん、どんな色が必要？,Ivy,Matthew,1,Ivy,Matthew,___________,"Sure, what colors do we need?",Can you help me paint this poster?,Can|you|help|me|paint|this|poster?,e0307-a.mp3,e0307-b.mp3,1,user,Matthew.png,right,left,paint
e0308,va0154,paint,"The walls were just painted, so don't touch them.",,壁は塗ったばかりだから触らないでね。,,Matthew,,1,Matthew,,___________,,"The walls were just painted, so don't touch them.","The|walls|were|just|painted,|so|don't|touch|them.",e0308-a.mp3,,1,Matthew.png,,left,none,"painted,"
e0309,va0155,get mad,"Don't get mad, it was an accident!","I'm not mad, just surprised.",怒らないで、事故だったんだよ！,怒ってないよ、ただびっくりしただけ。,Kevin,Ivy,1,Kevin,Ivy,___________,"I'm not mad, just surprised.","Don't get mad, it was an accident!","Don't|get|mad,|it|was|an|accident!",e0309-a.mp3,e0309-b.mp3,1,Kevin.png,user,left,right,"get|mad,"
e0310,va0155,get mad,My mom got mad when I forgot to text her.,,連絡するの忘れたら、お母さんが怒っちゃった。,,Ivy,,1,Ivy,,___________,,My mom got mad when I forgot to text her.,My|mom|got|mad|when|I|forgot|to|text|her.,e0310-a.mp3,,1,user,,right,none,got|mad
e0311,va0156,understand,Do you understand this math problem?,"Not really, can you explain it again?",この数学の問題わかる？,あんまり、もう一回説明してくれる？,Ivy,Ruth,1,Ivy,Ruth,___________,"Not really, can you explain it again?",Do you understand this math problem?,Do|you|understand|this|math|problem?,e0311-a.mp3,e0311-b.mp3,1,user,05.png,right,left,understand
e0312,va0156,understand,I finally understood what the teacher meant.,,先生が何を言いたかったのか、やっとわかったよ。,,Ivy,,1,Ivy,,___________,,I finally understood what the teacher meant.,I|finally|understood|what|the|teacher|meant.,e0312-a.mp3,,1,user,,right,none,understood
e0313,va0157,ring,Your phone is ringing!,"Oh, that's my mom calling.",スマホ鳴ってるよ！,あ、お母さんからの電話だ。,Kevin,Ivy,1,Kevin,Ivy,___________,"Oh, that's my mom calling.",Your phone is ringing!,Your|phone|is|ringing!,e0313-a.mp3,e0313-b.mp3,1,Kevin.png,user,left,right,ringing!
e0314,va0157,ring,The bell rang before I finished writing my name.,,名前を書き終わる前にチャイムが鳴っちゃった。,,Ivy,,1,Ivy,,___________,,The bell rang before I finished writing my name.,The|bell|rang|before|I|finished|writing|my|name.,e0314-a.mp3,,1,user,,right,none,rang
e0315,va0158,bill,Can we split the bill?,"Sure, that works for me.",会計割り勘にしない？,うん、それでいいよ。,Ivy,Kevin,1,Ivy,Kevin,___________,"Sure, that works for me.",Can we split the bill?,Can|we|split|the|bill?,e0315-a.mp3,e0315-b.mp3,1,user,Kevin.png,right,left,bill?
e0316,va0158,bill,The electricity bill was higher than usual this month.,,今月の電気代、いつもより高かったんだ。,,Matthew,,1,Matthew,,___________,,The electricity bill was higher than usual this month.,The|electricity|bill|was|higher|than|usual|this|month.,e0316-a.mp3,,1,Matthew.png,,left,none,bill
e0317,va0159,learn to do,I want to learn to swim this summer.,"Me too, let's take lessons together!",今年の夏は泳げるようになりたいな。,私も、一緒にレッスン受けようよ！,Ivy,Kevin,1,Ivy,Kevin,___________,"Me too, let's take lessons together!",I want to learn to swim this summer.,I|want|to|learn|to|swim|this|summer.,e0317-a.mp3,e0317-b.mp3,1,user,Kevin.png,right,left,learn
e0318,va0159,learn to do,It took me forever to learn to ride a bike.,,自転車に乗れるようになるまですごく時間かかったよ。,,Ivy,,1,Ivy,,___________,,It took me forever to learn to ride a bike.,It|took|me|forever|to|learn|to|ride|a|bike.,e0318-a.mp3,,1,user,,right,none,learn
e0319,va0160,funny,That video was so funny!,"I know, I couldn't stop laughing.",あの動画すごく面白かった！,だよね、笑いが止まらなかったよ。,Kevin,Ivy,1,Kevin,Ivy,___________,"I know, I couldn't stop laughing.",That video was so funny!,That|video|was|so|funny!,e0319-a.mp3,e0319-b.mp3,1,Kevin.png,user,left,right,funny!
e0320,va0160,funny,It's funny how we both wore the same shoes today.,,今日二人とも同じ靴履いてて面白いね。,,Ivy,,1,Ivy,,___________,,It's funny how we both wore the same shoes today.,It's|funny|how|we|both|wore|the|same|shoes|today.,e0320-a.mp3,,1,user,,right,none,funny
e0321,va0161,married,Are your parents still married?,"Yeah, they've been married for twenty years!",君の両親って結婚してるの？,うん、結婚してもう20年だよ！,Kevin,Ivy,1,Kevin,Ivy,___________,"Yeah, they've been married for twenty years!",Are your parents still married?,Are|your|parents|still|married?,e0321-a.mp3,e0321-b.mp3,1,Kevin.png,user,left,right,married?
e0322,va0161,married,My aunt is getting married next spring.,,私のおばさん、来年の春結婚するんだ。,,Ivy,,1,Ivy,,___________,,My aunt is getting married next spring.,My|aunt|is|getting|married|next|spring.,e0322-a.mp3,,1,user,,right,none,married
e0323,va0162,brush,Did you brush your teeth?,"Yeah, just finished!",歯磨いた？,うん、今終わったところ！,Matthew,Ivy,1,Matthew,Ivy,___________,"Yeah, just finished!",Did you brush your teeth?,Did|you|brush|your|teeth?,e0323-a.mp3,e0323-b.mp3,1,Matthew.png,user,left,right,brush
e0324,va0162,brush,"I forgot to brush my hair this morning, oops.",,今朝髪をとかすの忘れちゃった、やば。,,Ivy,,1,Ivy,,___________,,"I forgot to brush my hair this morning, oops.","I|forgot|to|brush|my|hair|this|morning,|oops.",e0324-a.mp3,,1,user,,right,none,brush
e0325,va0163,sweater,"That's a cute sweater, where'd you get it?",My grandma knitted it for me!,そのセーター可愛いね、どこで買ったの？,おばあちゃんが編んでくれたんだ！,Kevin,Ivy,1,Kevin,Ivy,___________,My grandma knitted it for me!,"That's a cute sweater, where'd you get it?","That's|a|cute|sweater,|where'd|you|get|it?",e0325-a.mp3,e0325-b.mp3,1,Kevin.png,user,left,right,"sweater,"
e0326,va0163,sweater,"It's cold today, so I'm wearing two sweaters.",,今日寒いから、セーターを2枚着てるんだ。,,Ivy,,1,Ivy,,___________,,"It's cold today, so I'm wearing two sweaters.","It's|cold|today,|so|I'm|wearing|two|sweaters.",e0326-a.mp3,,1,user,,right,none,sweaters.
e0327,va0164,reading,What are you reading?,"A mystery novel, it's really good!",何読んでるの？,推理小説だよ、すごく面白いんだ！,Kevin,Ivy,1,Kevin,Ivy,___________,"A mystery novel, it's really good!",What are you reading?,What|are|you|reading?,e0327-a.mp3,e0327-b.mp3,1,Kevin.png,user,left,right,reading?
e0328,va0164,reading,Reading before bed helps me fall asleep.,,寝る前に読書すると眠りやすくなるんだ。,,Ivy,,1,Ivy,,___________,,Reading before bed helps me fall asleep.,Reading|before|bed|helps|me|fall|asleep.,e0328-a.mp3,,1,user,,right,none,Reading
e0329,va0165,famous,That singer is getting really famous.,"I know, her songs are everywhere now.",あの歌手すごく有名になってきてるね。,だよね、彼女の曲どこでも流れてる。,Ivy,Kevin,1,Ivy,Kevin,___________,"I know, her songs are everywhere now.",That singer is getting really famous.,That|singer|is|getting|really|famous.,e0329-a.mp3,e0329-b.mp3,1,user,Kevin.png,right,left,famous.
e0330,va0165,famous,This restaurant is famous for its ramen.,,このお店はラーメンで有名なんだ。,,Ivy,,1,Ivy,,___________,,This restaurant is famous for its ramen.,This|restaurant|is|famous|for|its|ramen.,e0330-a.mp3,,1,user,,right,none,famous
e0331,va0166,almost,Are we almost there?,"Almost, just five more minutes!",もうすぐ着く？,もうちょいだよ、あと5分！,Kevin,Ivy,1,Kevin,Ivy,___________,"Almost, just five more minutes!",Are we almost there?,Are|we|almost|there?,e0331-a.mp3,e0331-b.mp3,1,Kevin.png,user,left,right,almost
e0332,va0166,almost,I almost forgot my gym clothes today.,,今日、体操服を忘れるところだったよ。,,Ivy,,1,Ivy,,___________,,I almost forgot my gym clothes today.,I|almost|forgot|my|gym|clothes|today.,e0332-a.mp3,,1,user,,right,none,almost
e0333,va0167,set,Can you set the table for dinner?,"Sure, how many plates?",夕飯の食卓の準備してくれる？,うん、お皿何枚？,Matthew,Ivy,1,Matthew,Ivy,___________,"Sure, how many plates?",Can you set the table for dinner?,Can|you|set|the|table|for|dinner?,e0333-a.mp3,e0333-b.mp3,1,Matthew.png,user,left,right,set
e0334,va0167,set,"I set my alarm for six, but I still overslept.",,6時にアラームセットしたのに、寝坊しちゃった。,,Ivy,,1,Ivy,,___________,,"I set my alarm for six, but I still overslept.","I|set|my|alarm|for|six,|but|I|still|overslept.",e0334-a.mp3,,1,user,,right,none,set
e0335,va0168,dead,My phone battery is dead.,"Here, you can use my charger.",スマホの充電切れちゃった。,はい、私の充電器使っていいよ。,Ivy,Matthew,1,Ivy,Matthew,___________,"Here, you can use my charger.",My phone battery is dead.,My|phone|battery|is|dead.,e0335-a.mp3,e0335-b.mp3,1,user,Matthew.png,right,left,dead.
e0336,va0168,dead,"This plant looks dead, I forgot to water it.",,この植物枯れちゃったみたい、水やり忘れてた。,,Ivy,,1,Ivy,,___________,,"This plant looks dead, I forgot to water it.","This|plant|looks|dead,|I|forgot|to|water|it.",e0336-a.mp3,,1,user,,right,none,"dead,"
e0337,va0169,kind,That was so kind of you to help her.,"It was nothing, really!",彼女を助けてくれるなんて優しいね。,たいしたことじゃないよ、本当に！,Kevin,Ivy,1,Kevin,Ivy,___________,"It was nothing, really!",That was so kind of you to help her.,That|was|so|kind|of|you|to|help|her.,e0337-a.mp3,e0337-b.mp3,1,Kevin.png,user,left,right,kind
e0338,va0169,kind,What kind of music do you listen to?,,どんな種類の音楽聴くの？,,Ivy,,1,Ivy,,___________,,What kind of music do you listen to?,What|kind|of|music|do|you|listen|to?,e0338-a.mp3,,1,user,,right,none,kind
e0339,va0170,put ~ off,Let's not put off our homework again.,"You're right, let's start now.",また宿題を後回しにするのはやめよう。,そうだね、今始めよう。,Ivy,Kevin,1,Ivy,Kevin,___________,"You're right, let's start now.",Let's not put off our homework again.,Let's|not|put|off|our|homework|again.,e0339-a.mp3,e0339-b.mp3,1,user,Kevin.png,right,left,put|off
e0340,va0170,put ~ off,I keep putting off cleaning my room.,,部屋の掃除をずっと後回しにしちゃってるんだ。,,Ivy,,1,Ivy,,___________,,I keep putting off cleaning my room.,I|keep|putting|off|cleaning|my|room.,e0340-a.mp3,,1,user,,right,none,putting|off
e0341,va0171,mix,Can you mix these two colors for me?,"Sure, what color are you going for?",この二つの色混ぜてくれる？,うん、何色を目指してるの？,Ivy,Kevin,1,Ivy,Kevin,___________,"Sure, what color are you going for?",Can you mix these two colors for me?,Can|you|mix|these|two|colors|for|me?,e0341-a.mp3,e0341-b.mp3,1,user,Kevin.png,right,left,mix
e0342,va0171,mix,I accidentally mixed up their names.,,うっかり彼らの名前を混同しちゃったんだ。,,Ivy,,1,Ivy,,___________,,I accidentally mixed up their names.,I|accidentally|mixed|up|their|names.,e0342-a.mp3,,1,user,,right,none,mixed
e0343,va0172,give up,"Don't give up, you're almost done!","Okay, I'll try a bit more.",諦めないで、もうすぐ終わるよ！,わかった、もう少し頑張ってみる。,Kevin,Ivy,1,Kevin,Ivy,___________,"Okay, I'll try a bit more.","Don't give up, you're almost done!","Don't|give|up,|you're|almost|done!",e0343-a.mp3,e0343-b.mp3,1,Kevin.png,user,left,right,"give|up,"
e0344,va0172,give up,"I almost gave up on the puzzle, but I finished it.",,そのパズル諦めそうになったけど、完成させたよ。,,Ivy,,1,Ivy,,___________,,"I almost gave up on the puzzle, but I finished it.","I|almost|gave|up|on|the|puzzle,|but|I|finished|it.",e0344-a.mp3,,1,user,,right,none,gave|up
e0345,va0173,fire,Did you hear the fire alarm?,"Yeah, we have to go outside now.",火災報知器の音聞こえた？,うん、今すぐ外に出ないと。,Kevin,Ivy,1,Kevin,Ivy,___________,"Yeah, we have to go outside now.",Did you hear the fire alarm?,Did|you|hear|the|fire|alarm?,e0345-a.mp3,e0345-b.mp3,1,Kevin.png,user,left,right,fire
e0346,va0173,fire,We sat around the fire and told scary stories.,,焚き火を囲んで怖い話をしたんだ。,,Ivy,,1,Ivy,,___________,,We sat around the fire and told scary stories.,We|sat|around|the|fire|and|told|scary|stories.,e0346-a.mp3,,1,user,,right,none,fire
e0347,va0174,ground,"Watch out, there's ice on the ground!",Thanks for the warning!,気をつけて、地面に氷があるよ！,教えてくれてありがとう！,Matthew,Ivy,1,Matthew,Ivy,___________,Thanks for the warning!,"Watch out, there's ice on the ground!","Watch|out,|there's|ice|on|the|ground!",e0347-a.mp3,e0347-b.mp3,1,Matthew.png,user,left,right,ground!
e0348,va0174,ground,I dropped my ice cream on the ground.,,アイスを地面に落としちゃったんだ。,,Ivy,,1,Ivy,,___________,,I dropped my ice cream on the ground.,I|dropped|my|ice|cream|on|the|ground.,e0348-a.mp3,,1,user,,right,none,ground.
e0349,va0175,online,Are you online right now?,"Yeah, want to play a game?",今オンラインになってる？,うん、ゲームする？,Kevin,Ivy,1,Kevin,Ivy,___________,"Yeah, want to play a game?",Are you online right now?,Are|you|online|right|now?,e0349-a.mp3,e0349-b.mp3,1,Kevin.png,user,left,right,online
e0350,va0175,online,"I bought these shoes online, they were cheaper.",,この靴ネットで買ったんだ、安かったから。,,Ivy,,1,Ivy,,___________,,"I bought these shoes online, they were cheaper.","I|bought|these|shoes|online,|they|were|cheaper.",e0350-a.mp3,,1,user,,right,none,"online,"
e0351,va0176,crazy,That roller coaster was crazy fast!,"I know, my legs are still shaking!",あのジェットコースター、めちゃくちゃ速かったね！,わかる、まだ足が震えてるよ！,Ivy,Kevin,1,Ivy,Kevin,___________,"I know, my legs are still shaking!",That roller coaster was crazy fast!,That|roller|coaster|was|crazy|fast!,e0351-a.mp3,e0351-b.mp3,1,user,Kevin.png,right,left,crazy
e0352,va0176,crazy,You'd be crazy to skip breakfast before the game.,,試合前に朝ごはん抜くなんて正気じゃないよ。,,Ivy,,1,Ivy,,___________,,You'd be crazy to skip breakfast before the game.,You'd|be|crazy|to|skip|breakfast|before|the|game.,e0352-a.mp3,,1,user,,right,none,crazy
e0353,va0177,sometimes,Do you ever miss your old school?,"Sometimes, especially my old friends.",前の学校恋しくなることある？,たまにね、特に昔の友達が。,Kevin,Ivy,2,Kevin,Ivy,Do you ever miss your old school?,___________,"Sometimes, especially my old friends.","Sometimes,|especially|my|old|friends.",e0353-a.mp3,e0353-b.mp3,1,Kevin.png,user,left,right,"Sometimes,"
e0354,va0177,sometimes,Sometimes I forget my own locker number.,,たまに自分のロッカー番号忘れちゃうんだ。,,Ivy,,1,Ivy,,___________,,Sometimes I forget my own locker number.,Sometimes|I|forget|my|own|locker|number.,e0354-a.mp3,,1,user,,right,none,Sometimes
e0355,va0178,get off,Which stop do we get off at?,"The next one, I think!",どの駅で降りるの？,次の駅だと思う！,Kevin,Ivy,1,Kevin,Ivy,___________,"The next one, I think!",Which stop do we get off at?,Which|stop|do|we|get|off|at?,e0355-a.mp3,e0355-b.mp3,1,Kevin.png,user,left,right,get|off
e0356,va0178,get off,"I couldn't get off the couch, I was so tired.",,ソファから動けなかったんだ、すごく疲れてて。,,Ivy,,1,Ivy,,___________,,"I couldn't get off the couch, I was so tired.","I|couldn't|get|off|the|couch,|I|was|so|tired.",e0356-a.mp3,,1,user,,right,none,get|off
e0357,va0179,could,Could you pass me the salt?,"Sure, here you go.",塩取ってくれる？,うん、はいどうぞ。,Ivy,Matthew,1,Ivy,Matthew,___________,"Sure, here you go.",Could you pass me the salt?,Could|you|pass|me|the|salt?,e0357-a.mp3,e0357-b.mp3,1,user,Matthew.png,right,left,Could
e0358,va0179,could,I wish I could stay up later on weekdays.,,平日にもっと夜更かしできたらいいのになあ。,,Ivy,,1,Ivy,,___________,,I wish I could stay up later on weekdays.,I|wish|I|could|stay|up|later|on|weekdays.,e0358-a.mp3,,1,user,,right,none,could
e0359,va0180,be good at,You're really good at basketball.,"Thanks, I practice a lot!",バスケすごく上手だね。,ありがとう、たくさん練習してるんだ！,Kevin,Ivy,1,Kevin,Ivy,___________,"Thanks, I practice a lot!",You're really good at basketball.,You're|really|good|at|basketball.,e0359-a.mp3,e0359-b.mp3,1,Kevin.png,user,left,right,good|at
e0360,va0180,be good at,I've never been good at remembering names.,,名前を覚えるの、今までずっと苦手なんだ。,,Ivy,,1,Ivy,,___________,,I've never been good at remembering names.,I've|never|been|good|at|remembering|names.,e0360-a.mp3,,1,user,,right,none,good|at
e0361,va0181,paper,Can I borrow a piece of paper?,"Sure, here you go.",紙一枚借りてもいい？,うん、はいどうぞ。,Ivy,Matthew,1,Ivy,Matthew,___________,"Sure, here you go.",Can I borrow a piece of paper?,Can|I|borrow|a|piece|of|paper?,e0361-a.mp3,e0361-b.mp3,1,user,Matthew.png,right,left,paper?
e0362,va0181,paper,I wrote my speech on paper first before typing it.,,スピーチはまず紙に書いてからタイプしたんだ。,,Ivy,,1,Ivy,,___________,,I wrote my speech on paper first before typing it.,I|wrote|my|speech|on|paper|first|before|typing|it.,e0362-a.mp3,,1,user,,right,none,paper
e0363,va0182,favorite,What's your favorite subject?,"Probably art, honestly.",一番好きな科目は？,正直、美術かな。,Ivy,Kevin,1,Ivy,Kevin,___________,"Probably art, honestly.",What's your favorite subject?,What's|your|favorite|subject?,e0363-a.mp3,e0363-b.mp3,1,user,Kevin.png,right,left,favorite
e0364,va0182,favorite,This has become my favorite song lately.,,これ最近お気に入りの曲になったんだ。,,Ivy,,1,Ivy,,___________,,This has become my favorite song lately.,This|has|become|my|favorite|song|lately.,e0364-a.mp3,,1,user,,right,none,favorite
e0365,va0183,floor,"Don't sit on the floor, it's freezing!","Oh right, good point.",床に座らないで、すごく冷たいから！,あ、そうだね、確かに。,Matthew,Ivy,1,Matthew,Ivy,___________,"Oh right, good point.","Don't sit on the floor, it's freezing!","Don't|sit|on|the|floor,|it's|freezing!",e0365-a.mp3,e0365-b.mp3,1,Matthew.png,user,left,right,"floor,"
e0366,va0183,floor,Our classroom is on the third floor.,,私たちの教室は3階にあるよ。,,Ivy,,1,Ivy,,___________,,Our classroom is on the third floor.,Our|classroom|is|on|the|third|floor.,e0366-a.mp3,,1,user,,right,none,floor.
e0367,va0184,act,"Stop acting so nervous, you'll be fine!","I'm trying, I promise!",そんな緊張したふりやめなよ、大丈夫だから！,頑張ってるよ、約束する！,Kevin,Ivy,1,Kevin,Ivy,___________,"I'm trying, I promise!","Stop acting so nervous, you'll be fine!","Stop|acting|so|nervous,|you'll|be|fine!",e0367-a.mp3,e0367-b.mp3,1,Kevin.png,user,left,right,acting
e0368,va0184,act,It's weird how he acts so different around teachers.,,先生の前だと様子が全然違うの、なんか変だよね。,,Ivy,,1,Ivy,,___________,,It's weird how he acts so different around teachers.,It's|weird|how|he|acts|so|different|around|teachers.,e0368-a.mp3,,1,user,,right,none,acts
e0369,va0185,mind,Do you mind if I open the window?,"Not at all, go ahead.",窓開けてもいい？,全然いいよ、どうぞ。,Ivy,Matthew,1,Ivy,Matthew,___________,"Not at all, go ahead.",Do you mind if I open the window?,Do|you|mind|if|I|open|the|window?,e0369-a.mp3,e0369-b.mp3,1,user,Matthew.png,right,left,mind
e0370,va0185,mind,I can't get that song out of my mind.,,あの曲が頭から離れないんだ。,,Ivy,,1,Ivy,,___________,,I can't get that song out of my mind.,I|can't|get|that|song|out|of|my|mind.,e0370-a.mp3,,1,user,,right,none,mind.
e0371,va0186,head,"I have a headache, my head really hurts.",Do you want some water?,頭痛がして、すごく頭が痛いんだ。,お水飲む？,Ivy,Matthew,1,Ivy,Matthew,___________,Do you want some water?,"I have a headache, my head really hurts.","I|have|a|headache,|my|head|really|hurts.",e0371-a.mp3,e0371-b.mp3,1,user,Matthew.png,right,left,head
e0372,va0186,head,"Use your head, that answer doesn't make sense.",,頭使いなよ、その答えはおかしいよ。,,Ivy,,1,Ivy,,___________,,"Use your head, that answer doesn't make sense.","Use|your|head,|that|answer|doesn't|make|sense.",e0372-a.mp3,,1,user,,right,none,"head,"
e0373,va0187,at first,Did you like this show at first?,"Not really, but now I love it!",この番組最初から好きだった？,最初はそうでもなかったけど、今はすごく好き！,Kevin,Ivy,1,Kevin,Ivy,___________,"Not really, but now I love it!",Did you like this show at first?,Did|you|like|this|show|at|first?,e0373-a.mp3,e0373-b.mp3,1,Kevin.png,user,left,right,at|first?
e0374,va0187,at first,"At first, I thought I'd hate camping, but it was fun.",,最初はキャンプ嫌いだと思ってたけど、楽しかったよ。,,Ivy,,1,Ivy,,___________,,"At first, I thought I'd hate camping, but it was fun.","At|first,|I|thought|I'd|hate|camping,|but|it|was|fun.",e0374-a.mp3,,1,user,,right,none,"At|first,"
e0375,va0188,difficult,Was the science test difficult?,"Super difficult, honestly.",理科のテスト難しかった？,正直、超難しかった。,Kevin,Ivy,1,Kevin,Ivy,___________,"Super difficult, honestly.",Was the science test difficult?,Was|the|science|test|difficult?,e0375-a.mp3,e0375-b.mp3,1,Kevin.png,user,left,right,difficult?
e0376,va0188,difficult,It's difficult to focus when it's this noisy.,,こんなにうるさいと集中するのが難しいよ。,,Ivy,,1,Ivy,,___________,,It's difficult to focus when it's this noisy.,It's|difficult|to|focus|when|it's|this|noisy.,e0376-a.mp3,,1,user,,right,none,difficult
e0377,va0189,price,What's the price of this jacket?,"It's on sale, so pretty cheap!",このジャケットの値段はいくら？,セール中だから結構安いよ！,Ivy,Matthew,1,Ivy,Matthew,___________,"It's on sale, so pretty cheap!",What's the price of this jacket?,What's|the|price|of|this|jacket?,e0377-a.mp3,e0377-b.mp3,1,user,Matthew.png,right,left,price
e0378,va0189,price,The price of snacks keeps going up lately.,,最近お菓子の値段が上がり続けてるね。,,Ivy,,1,Ivy,,___________,,The price of snacks keeps going up lately.,The|price|of|snacks|keeps|going|up|lately.,e0378-a.mp3,,1,user,,right,none,price
e0379,va0190,heart,My heart was racing during the game.,"Same, it was so intense!",試合中、心臓バクバクだったよ。,私も、すごく白熱してたもんね！,Ivy,Kevin,1,Ivy,Kevin,___________,"Same, it was so intense!",My heart was racing during the game.,My|heart|was|racing|during|the|game.,e0379-a.mp3,e0379-b.mp3,1,user,Kevin.png,right,left,heart
e0380,va0190,heart,She has such a kind heart.,,彼女は本当に優しい心の持ち主だね。,,Ivy,,1,Ivy,,___________,,She has such a kind heart.,She|has|such|a|kind|heart.,e0380-a.mp3,,1,user,,right,none,heart.
e0381,va0191,let,Let me carry that for you.,"Thanks, that's really sweet.",それ私が持つよ。,ありがとう、優しいね。,Ivy,Kevin,1,Ivy,Kevin,___________,"Thanks, that's really sweet.",Let me carry that for you.,Let|me|carry|that|for|you.,e0381-a.mp3,e0381-b.mp3,1,user,Kevin.png,right,left,Let
e0382,va0191,let,My parents finally let me get a phone.,,やっと親がスマホ持たせてくれたんだ。,,Ivy,,1,Ivy,,___________,,My parents finally let me get a phone.,My|parents|finally|let|me|get|a|phone.,e0382-a.mp3,,1,user,,right,none,let
e0383,va0192,enjoy,Are you enjoying the trip so far?,"Yeah, it's been amazing!",今のところ旅行楽しんでる？,うん、最高だよ！,Kevin,Ivy,1,Kevin,Ivy,___________,"Yeah, it's been amazing!",Are you enjoying the trip so far?,Are|you|enjoying|the|trip|so|far?,e0383-a.mp3,e0383-b.mp3,1,Kevin.png,user,left,right,enjoying
