question_id,arrange_word_id,arrange_word,en1,en2,ja1,ja2,voice1,voice2,included_1or2,voice1_name,voice2_name,sentence_first_en,sentence_second_en,answer,chips,audio_first,audio_second,audio_auto,icon_first,icon_second,position_first,position_second
e0103,va0063,give,Can you give this to your mom for me?,"Sure, I'll give it to her tonight.",これお母さんに渡してくれる？,うん、今夜渡しておくね。,Ivy,Matthew,1,Ivy,Matthew,___________,"Sure, I'll give it to her tonight.",Can you give this to your mom for me?,Can|you|give|this|to|your|mom|for|me?,e0103-a.mp3,e0103-b.mp3,1,user,Matthew.png,right,left
e0104,va0063,give,I'll give it my best shot.,,精一杯やってみるよ。,,Ivy,,1,Ivy,,___________,,I'll give it my best shot.,I'll|give|it|my|best|shot.,e0104-a.mp3,,1,user,,right,none
e0105,va0064,buy,I want to buy a new backpack.,Let's go to the mall this weekend!,新しいリュック買いたいな。,じゃあ今週末モールに行こうよ！,Ivy,Kevin,1,Ivy,Kevin,___________,Let's go to the mall this weekend!,I want to buy a new backpack.,I|want|to|buy|a|new|backpack.,e0105-a.mp3,e0105-b.mp3,1,user,Kevin.png,right,left
e0106,va0064,buy,"This shirt was cheap, so I bought two.",,このシャツ安かったから、2枚買っちゃった。,,Ivy,,1,Ivy,,___________,,"This shirt was cheap, so I bought two.","This|shirt|was|cheap,|so|I|bought|two.",e0106-a.mp3,,1,user,,right,none
e0107,va0065,go out,Do you want to go out for ice cream?,Yes! Let's go now!,アイス食べに出かけない？,うん！今行こう！,Kevin,Ivy,1,Kevin,Ivy,___________,Yes! Let's go now!,Do you want to go out for ice cream?,Do|you|want|to|go|out|for|ice|cream?,e0107-a.mp3,e0107-b.mp3,1,Kevin.png,user,left,right
e0108,va0065,go out,"I can't go out today, it's raining too hard.",,今日は雨が強すぎて外に出られないよ。,,Ivy,,1,Ivy,,___________,,"I can't go out today, it's raining too hard.","I|can't|go|out|today,|it's|raining|too|hard.",e0108-a.mp3,,1,user,,right,none
e0109,va0066,there,Look over there! Is that a rainbow?,"Wow, it is!",あそこ見て！虹じゃない？,わあ、本当だ！,Kevin,Ivy,1,Kevin,Ivy,___________,"Wow, it is!",Look over there! Is that a rainbow?,Look|over|there!|Is|that|a|rainbow?,e0109-a.mp3,e0109-b.mp3,1,Kevin.png,user,left,right
e0110,va0066,there,"We're almost there, just a few more minutes.",,もうすぐ着くよ、あと少しだけ。,,Ivy,,1,Ivy,,___________,,"We're almost there, just a few more minutes.","We're|almost|there,|just|a|few|more|minutes.",e0110-a.mp3,,1,user,,right,none
e0111,va0067,end,How does the movie end?,"I won't tell you, no spoilers!",その映画どうやって終わるの？,教えないよ、ネタバレなし！,Kevin,Ivy,1,Kevin,Ivy,___________,"I won't tell you, no spoilers!",How does the movie end?,How|does|the|movie|end?,e0111-a.mp3,e0111-b.mp3,1,Kevin.png,user,left,right
e0112,va0067,end,Let's meet at the end of the street.,,通りの端で待ち合わせしよう。,,Ivy,,1,Ivy,,___________,,Let's meet at the end of the street.,Let's|meet|at|the|end|of|the|street.,e0112-a.mp3,,1,user,,right,none
e0113,va0068,happy,You look really happy today!,I got a good grade on my test!,今日すごく嬉しそうだね！,テストでいい点取れたんだ！,Kevin,Ivy,1,Kevin,Ivy,___________,I got a good grade on my test!,You look really happy today!,You|look|really|happy|today!,e0113-a.mp3,e0113-b.mp3,1,Kevin.png,user,left,right
e0114,va0068,happy,I hope you have a happy birthday.,,楽しい誕生日になりますように。,,Ivy,,1,Ivy,,___________,,I hope you have a happy birthday.,I|hope|you|have|a|happy|birthday.,e0114-a.mp3,,1,user,,right,none
e0115,va0069,feel,How are you feeling today?,"Much better, thanks!",今日の調子どう？,だいぶ良くなったよ、ありがとう！,Kevin,Ivy,1,Kevin,Ivy,___________,"Much better, thanks!",How are you feeling today?,How|are|you|feeling|today?,e0115-a.mp3,e0115-b.mp3,1,Kevin.png,user,left,right
e0116,va0069,feel,I feel like eating something sweet.,,甘いもの食べたい気分だな。,,Ivy,,1,Ivy,,___________,,I feel like eating something sweet.,I|feel|like|eating|something|sweet.,e0116-a.mp3,,1,user,,right,none
e0117,va0070,ask,Can I ask you a question?,"Sure, go ahead!",質問していい？,うん、どうぞ！,Ivy,Matthew,1,Ivy,Matthew,___________,"Sure, go ahead!",Can I ask you a question?,Can|I|ask|you|a|question?,e0117-a.mp3,e0117-b.mp3,1,user,Matthew.png,right,left
e0118,va0070,ask,She didn't even ask for help.,,彼女は助けを求めようともしなかったんだ。,,Ivy,,1,Ivy,,___________,,She didn't even ask for help.,She|didn't|even|ask|for|help.,e0118-a.mp3,,1,user,,right,none
e0119,va0071,put ~ on,"Put your shoes on, we're leaving!","Okay, one second!",靴履いて、出発するよ！,うん、ちょっと待って！,Matthew,Ivy,1,Matthew,Ivy,___________,"Okay, one second!","Put your shoes on, we're leaving!","Put|your|shoes|on,|we're|leaving!",e0119-a.mp3,e0119-b.mp3,1,Matthew.png,user,left,right
e0120,va0071,put ~ on,I put on my favorite jacket for the trip.,,旅行のためにお気に入りのジャケットを着たよ。,,Ivy,,1,Ivy,,___________,,I put on my favorite jacket for the trip.,I|put|on|my|favorite|jacket|for|the|trip.,e0120-a.mp3,,1,user,,right,none
e0121,va0072,take,Can you take this upstairs for me?,"Sure, no problem.",これ上の階に持って行ってくれる？,うん、いいよ。,Ivy,Matthew,1,Ivy,Matthew,___________,"Sure, no problem.",Can you take this upstairs for me?,Can|you|take|this|upstairs|for|me?,e0121-a.mp3,e0121-b.mp3,1,user,Matthew.png,right,left
e0122,va0072,take,It takes ten minutes to walk to school.,,学校まで歩いて10分かかるよ。,,Ivy,,1,Ivy,,___________,,It takes ten minutes to walk to school.,It|takes|ten|minutes|to|walk|to|school.,e0122-a.mp3,,1,user,,right,none
e0123,va0073,help,Can you help me carry these bags?,"Of course, give me one!",この袋運ぶの手伝ってくれる？,もちろん、一つちょうだい！,Ivy,Kevin,1,Ivy,Kevin,___________,"Of course, give me one!",Can you help me carry these bags?,Can|you|help|me|carry|these|bags?,e0123-a.mp3,e0123-b.mp3,1,user,Kevin.png,right,left
e0124,va0073,help,I couldn't help laughing at his joke.,,彼の冗談に笑わずにいられなかったよ。,,Ivy,,1,Ivy,,___________,,I couldn't help laughing at his joke.,I|couldn't|help|laughing|at|his|joke.,e0124-a.mp3,,1,user,,right,none
e0125,va0074,meet,Nice to meet you!,Nice to meet you too!,はじめまして！,こちらこそ、はじめまして！,Ivy,Ruth,1,Ivy,Ruth,___________,Nice to meet you too!,Nice to meet you!,Nice|to|meet|you!,e0125-a.mp3,e0125-b.mp3,1,user,05.png,right,left
e0126,va0074,meet,Let's meet in front of the station at three.,,3時に駅の前で待ち合わせしよう。,,Ivy,,1,Ivy,,___________,,Let's meet in front of the station at three.,Let's|meet|in|front|of|the|station|at|three.,e0126-a.mp3,,1,user,,right,none
e0127,va0075,other,I have some other ideas for the project.,,このプロジェクトについて他にもアイデアがあるんだ。,,Ivy,,1,Ivy,,___________,,I have some other ideas for the project.,I|have|some|other|ideas|for|the|project.,e0127-a.mp3,,1,user,,right,none
e0128,va0075,other,"One shoe is here, but where's the other one?",,靴が片方あるけど、もう片方はどこ？,,Ivy,,1,Ivy,,___________,,"One shoe is here, but where's the other one?","One|shoe|is|here,|but|where's|the|other|one?",e0128-a.mp3,,1,user,,right,none
e0129,va0076,art,"I love art class, we get to paint today!","Lucky, I have math instead.",美術の授業大好き、今日絵を描くんだ！,いいなあ、私は代わりに算数だよ。,Ivy,Kevin,1,Ivy,Kevin,___________,"Lucky, I have math instead.","I love art class, we get to paint today!","I|love|art|class,|we|get|to|paint|today!",e0129-a.mp3,e0129-b.mp3,1,user,Kevin.png,right,left
e0130,va0076,art,This painting is a famous piece of art.,,この絵は有名な美術作品なんだ。,,Ivy,,1,Ivy,,___________,,This painting is a famous piece of art.,This|painting|is|a|famous|piece|of|art.,e0130-a.mp3,,1,user,,right,none
e0131,va0077,small,This shirt is too small for me now.,You've grown so much!,このシャツもう小さすぎるんだ。,すごく大きくなったね！,Ivy,Matthew,1,Ivy,Matthew,___________,You've grown so much!,This shirt is too small for me now.,This|shirt|is|too|small|for|me|now.,e0131-a.mp3,e0131-b.mp3,1,user,Matthew.png,right,left
e0132,va0077,small,We live in a small town near the mountains.,,私たちは山の近くの小さな町に住んでるんだ。,,Ivy,,1,Ivy,,___________,,We live in a small town near the mountains.,We|live|in|a|small|town|near|the|mountains.,e0132-a.mp3,,1,user,,right,none
e0133,va0078,cow,"Look, there's a cow in the field!",So cute! Can we get closer?,見て、あそこに牛がいるよ！,かわいい！近くに行ってみようよ！,Kevin,Ivy,1,Kevin,Ivy,___________,So cute! Can we get closer?,"Look, there's a cow in the field!","Look,|there's|a|cow|in|the|field!",e0133-a.mp3,e0133-b.mp3,1,Kevin.png,user,left,right
e0134,va0078,cow,This milk comes from cows on that farm.,,この牛乳はあの牧場の牛から採れたものだよ。,,Ivy,,1,Ivy,,___________,,This milk comes from cows on that farm.,This|milk|comes|from|cows|on|that|farm.,e0134-a.mp3,,1,user,,right,none
e0135,va0079,find,I can't find my keys anywhere.,Did you check your jacket pocket?,鍵がどこにも見つからないんだ。,ジャケットのポケット見た？,Ivy,Matthew,1,Ivy,Matthew,___________,Did you check your jacket pocket?,I can't find my keys anywhere.,I|can't|find|my|keys|anywhere.,e0135-a.mp3,e0135-b.mp3,1,user,Matthew.png,right,left
e0136,va0079,find,I found a really cool rock at the beach.,,浜辺ですごくかっこいい石を見つけたよ。,,Ivy,,1,Ivy,,___________,,I found a really cool rock at the beach.,I|found|a|really|cool|rock|at|the|beach.,e0136-a.mp3,,1,user,,right,none
e0137,va0080,always,You always make me laugh.,That's what friends are for!,君はいつも私を笑わせてくれるね。,それが友達ってもんでしょ！,Kevin,Ivy,1,Kevin,Ivy,___________,That's what friends are for!,You always make me laugh.,You|always|make|me|laugh.,e0137-a.mp3,e0137-b.mp3,1,Kevin.png,user,left,right
e0138,va0080,always,I always brush my teeth before bed.,,寝る前は必ず歯を磨くんだ。,,Ivy,,1,Ivy,,___________,,I always brush my teeth before bed.,I|always|brush|my|teeth|before|bed.,e0138-a.mp3,,1,user,,right,none
e0139,va0081,early,We need to wake up early tomorrow.,"Ugh, how early?",明日は早起きしないとね。,うー、どれくらい早く？,Matthew,Ivy,1,Matthew,Ivy,___________,"Ugh, how early?",We need to wake up early tomorrow.,We|need|to|wake|up|early|tomorrow.,e0139-a.mp3,e0139-b.mp3,1,Matthew.png,user,left,right
e0140,va0081,early,I finished my homework early today.,,今日は宿題を早く終わらせたよ。,,Ivy,,1,Ivy,,___________,,I finished my homework early today.,I|finished|my|homework|early|today.,e0140-a.mp3,,1,user,,right,none
e0141,va0082,something,I have something to tell you.,What is it?,話したいことがあるんだ。,何？,Ivy,Kevin,1,Ivy,Kevin,___________,What is it?,I have something to tell you.,I|have|something|to|tell|you.,e0141-a.mp3,e0141-b.mp3,1,user,Kevin.png,right,left
e0142,va0082,something,Something smells really good in the kitchen.,,キッチンから何かいい匂いがするね。,,Ivy,,1,Ivy,,___________,,Something smells really good in the kitchen.,Something|smells|really|good|in|the|kitchen.,e0142-a.mp3,,1,user,,right,none
e0143,va0083,together,Let's do our homework together.,"Sounds good, come over after lunch!",一緒に宿題やろうよ。,いいね、お昼の後においでよ！,Ivy,Kevin,1,Ivy,Kevin,___________,"Sounds good, come over after lunch!",Let's do our homework together.,Let's|do|our|homework|together.,e0143-a.mp3,e0143-b.mp3,1,user,Kevin.png,right,left
e0144,va0083,together,We built this treehouse together last summer.,,去年の夏、一緒にこのツリーハウスを作ったんだ。,,Ivy,,1,Ivy,,___________,,We built this treehouse together last summer.,We|built|this|treehouse|together|last|summer.,e0144-a.mp3,,1,user,,right,none
e0145,va0084,key,Do you have the key to the front door?,"Yeah, it's in my bag.",玄関の鍵持ってる？,うん、バッグの中にあるよ。,Ivy,Matthew,1,Ivy,Matthew,___________,"Yeah, it's in my bag.",Do you have the key to the front door?,Do|you|have|the|key|to|the|front|door?,e0145-a.mp3,e0145-b.mp3,1,user,Matthew.png,right,left
e0146,va0084,key,Practice is the key to getting better.,,上達するための鍵は練習だよ。,,Ivy,,1,Ivy,,___________,,Practice is the key to getting better.,Practice|is|the|key|to|getting|better.,e0146-a.mp3,,1,user,,right,none
e0147,va0085,cartoon,What's your favorite cartoon?,I really like the one about the talking dog!,好きなアニメ番組は何？,しゃべる犬のやつが本当に好きなんだ！,Kevin,Ivy,1,Kevin,Ivy,___________,I really like the one about the talking dog!,What's your favorite cartoon?,What's|your|favorite|cartoon?,e0147-a.mp3,e0147-b.mp3,1,Kevin.png,user,left,right
e0148,va0085,cartoon,We watched cartoons all Saturday morning.,,土曜の朝はずっとアニメを見てたよ。,,Ivy,,1,Ivy,,___________,,We watched cartoons all Saturday morning.,We|watched|cartoons|all|Saturday|morning.,e0148-a.mp3,,1,user,,right,none
e0149,va0086,own,I want to have my own room someday.,,いつか自分だけの部屋が欲しいな。,,Ivy,,1,Ivy,,___________,,I want to have my own room someday.,I|want|to|have|my|own|room|someday.,e0149-a.mp3,,1,user,,right,none
e0150,va0086,own,She made this bracelet on her own.,,彼女はこのブレスレットを一人で作ったんだ。,,Ivy,,1,Ivy,,___________,,She made this bracelet on her own.,She|made|this|bracelet|on|her|own.,e0150-a.mp3,,1,user,,right,none
e0151,va0087,cough,"You have a bad cough, are you okay?","Yeah, just a little cold.",ひどい咳だね、大丈夫？,うん、ちょっと風邪ひいただけ。,Matthew,Ivy,1,Matthew,Ivy,___________,"Yeah, just a little cold.","You have a bad cough, are you okay?","You|have|a|bad|cough,|are|you|okay?",e0151-a.mp3,e0151-b.mp3,1,Matthew.png,user,left,right
e0152,va0087,cough,I coughed so much during the movie.,,映画の間ずっと咳が出ちゃったよ。,,Ivy,,1,Ivy,,___________,,I coughed so much during the movie.,I|coughed|so|much|during|the|movie.,e0152-a.mp3,,1,user,,right,none
e0153,va0088,happen,What happened to your arm?,I fell off my bike.,腕どうしたの？,自転車で転んだんだ。,Matthew,Ivy,1,Matthew,Ivy,___________,I fell off my bike.,What happened to your arm?,What|happened|to|your|arm?,e0153-a.mp3,e0153-b.mp3,1,Matthew.png,user,left,right
e0154,va0088,happen,Nothing exciting happened at school today.,,今日は学校で特に何もなかったよ。,,Ivy,,1,Ivy,,___________,,Nothing exciting happened at school today.,Nothing|exciting|happened|at|school|today.,e0154-a.mp3,,1,user,,right,none
e0155,va0089,hurry,"Hurry up, the bus is coming!","I'm hurrying, wait for me!",急いで、バス来るよ！,急いでるよ、待って！,Matthew,Ivy,1,Matthew,Ivy,___________,"I'm hurrying, wait for me!","Hurry up, the bus is coming!","Hurry|up,|the|bus|is|coming!",e0155-a.mp3,e0155-b.mp3,1,Matthew.png,user,left,right
e0156,va0089,hurry,"There's no need to hurry, we have plenty of time.",,急ぐ必要ないよ、時間はたっぷりあるから。,,Ivy,,1,Ivy,,___________,,"There's no need to hurry, we have plenty of time.","There's|no|need|to|hurry,|we|have|plenty|of|time.",e0156-a.mp3,,1,user,,right,none
e0157,va0090,into,The cat jumped into the box.,,猫が箱の中に飛び込んだよ。,,Ivy,,1,Ivy,,___________,,The cat jumped into the box.,The|cat|jumped|into|the|box.,e0157-a.mp3,,1,user,,right,none
e0158,va0090,into,Let's turn this room into a fort!,Yes! I'll get the blankets!,この部屋を秘密基地にしよう！,賛成！毛布持ってくる！,Kevin,Ivy,1,Kevin,Ivy,___________,Yes! I'll get the blankets!,Let's turn this room into a fort!,Let's|turn|this|room|into|a|fort!,e0158-a.mp3,e0158-b.mp3,1,Kevin.png,user,left,right
e0159,va0091,at work,Is your dad at work right now?,"Yeah, he'll be home by six.",お父さん今仕事中？,うん、6時までには帰ってくるよ。,Ivy,Matthew,1,Ivy,Matthew,___________,"Yeah, he'll be home by six.",Is your dad at work right now?,Is|your|dad|at|work|right|now?,e0159-a.mp3,e0159-b.mp3,1,user,Matthew.png,right,left
e0160,va0091,at work,I left my umbrella at work again.,,また傘を職場に忘れちゃった。,,Ivy,,1,Ivy,,___________,,I left my umbrella at work again.,I|left|my|umbrella|at|work|again.,e0160-a.mp3,,1,user,,right,none
e0161,va0092,feeling,How's your feeling today?,"Pretty good, actually!",今日の気分はどう？,実は結構いいよ！,Kevin,Ivy,1,Kevin,Ivy,___________,"Pretty good, actually!",How's your feeling today?,How's|your|feeling|today?,e0161-a.mp3,e0161-b.mp3,1,Kevin.png,user,left,right
e0162,va0092,feeling,I have a good feeling about this game.,,この試合、いい予感がするんだ。,,Ivy,,1,Ivy,,___________,,I have a good feeling about this game.,I|have|a|good|feeling|about|this|game.,e0162-a.mp3,,1,user,,right,none
e0163,va0093,all day,I've been cleaning all day.,No wonder you look tired!,一日中ずっと掃除してたんだ。,だから疲れてるんだね！,Ivy,Matthew,1,Ivy,Matthew,___________,No wonder you look tired!,I've been cleaning all day.,I've|been|cleaning|all|day.,e0163-a.mp3,e0163-b.mp3,1,user,Matthew.png,right,left
e0164,va0093,all day,It rained all day yesterday.,,昨日は一日中雨が降ってたよ。,,Ivy,,1,Ivy,,___________,,It rained all day yesterday.,It|rained|all|day|yesterday.,e0164-a.mp3,,1,user,,right,none
e0165,va0094,star,"Look, you can see so many stars tonight!",It's beautiful!,見て、今夜は星がたくさん見えるよ！,きれい！,Kevin,Ivy,1,Kevin,Ivy,___________,It's beautiful!,"Look, you can see so many stars tonight!","Look,|you|can|see|so|many|stars|tonight!",e0165-a.mp3,e0165-b.mp3,1,Kevin.png,user,left,right
e0166,va0094,star,She's the star of the school play.,,彼女は学校の劇の主役なんだ。,,Ivy,,1,Ivy,,___________,,She's the star of the school play.,She's|the|star|of|the|school|play.,e0166-a.mp3,,1,user,,right,none
e0167,va0095,same,We're wearing the same shirt!,"Ha, what a coincidence!",私たち同じシャツ着てる！,わっ、偶然だね！,Kevin,Ivy,1,Kevin,Ivy,___________,"Ha, what a coincidence!",We're wearing the same shirt!,We're|wearing|the|same|shirt!,e0167-a.mp3,e0167-b.mp3,1,Kevin.png,user,left,right
e0168,va0095,same,I always order the same thing at this restaurant.,,このお店ではいつも同じもの頼んじゃうんだ。,,Ivy,,1,Ivy,,___________,,I always order the same thing at this restaurant.,I|always|order|the|same|thing|at|this|restaurant.,e0168-a.mp3,,1,user,,right,none
e0169,va0096,way,Do you know the way to the library?,"Yeah, follow me!",図書館への行き方わかる？,うん、ついてきて！,Ivy,Kevin,1,Ivy,Kevin,___________,"Yeah, follow me!",Do you know the way to the library?,Do|you|know|the|way|to|the|library?,e0169-a.mp3,e0169-b.mp3,1,user,Kevin.png,right,left
e0170,va0096,way,There's no way I'm eating that spicy sauce!,,そんな辛いソース、絶対食べないよ！,,Ivy,,1,Ivy,,___________,,There's no way I'm eating that spicy sauce!,There's|no|way|I'm|eating|that|spicy|sauce!,e0170-a.mp3,,1,user,,right,none
e0171,va0097,playground,Let's meet at the playground after school.,"Okay, see you there!",放課後、公園の遊び場で会おうよ。,うん、そこで会おうね！,Ivy,Kevin,1,Ivy,Kevin,___________,"Okay, see you there!",Let's meet at the playground after school.,Let's|meet|at|the|playground|after|school.,e0171-a.mp3,e0171-b.mp3,1,user,Kevin.png,right,left
e0172,va0097,playground,The playground was full of kids today.,,今日は遊び場が子どもたちでいっぱいだったよ。,,Ivy,,1,Ivy,,___________,,The playground was full of kids today.,The|playground|was|full|of|kids|today.,e0172-a.mp3,,1,user,,right,none
e0173,va0098,win,I really want to win this race.,You've got this!,このレース絶対勝ちたいんだ。,君ならできるよ！,Ivy,Kevin,1,Ivy,Kevin,___________,You've got this!,I really want to win this race.,I|really|want|to|win|this|race.,e0173-a.mp3,e0173-b.mp3,1,user,Kevin.png,right,left
e0174,va0098,win,Our team won the game yesterday!,,昨日、うちのチームが試合に勝ったんだ！,,Ivy,,1,Ivy,,___________,,Our team won the game yesterday!,Our|team|won|the|game|yesterday!,e0174-a.mp3,,1,user,,right,none
e0175,va0099,stand,Can you stand on one leg?,Let me try!,片足で立てる？,やってみる！,Kevin,Ivy,1,Kevin,Ivy,___________,Let me try!,Can you stand on one leg?,Can|you|stand|on|one|leg?,e0175-a.mp3,e0175-b.mp3,1,Kevin.png,user,left,right
e0176,va0099,stand,I can't stand loud noises in the morning.,,朝の大きな音には耐えられないんだ。,,Ivy,,1,Ivy,,___________,,I can't stand loud noises in the morning.,I|can't|stand|loud|noises|in|the|morning.,e0176-a.mp3,,1,user,,right,none
e0177,va0100,excuse,"Excuse me, can you help me find this store?","Sure, it's just around the corner.",すみません、このお店探すの手伝ってもらえますか？,もちろん、すぐそこの角ですよ。,Ivy,Matthew,1,Ivy,Matthew,___________,"Sure, it's just around the corner.","Excuse me, can you help me find this store?","Excuse|me,|can|you|help|me|find|this|store?",e0177-a.mp3,e0177-b.mp3,1,user,Matthew.png,right,left
e0178,va0100,excuse,That's not a good excuse for being late.,,それは遅刻の言い訳としては良くないよ。,,Ivy,,1,Ivy,,___________,,That's not a good excuse for being late.,That's|not|a|good|excuse|for|being|late.,e0178-a.mp3,,1,user,,right,none
e0179,va0101,inside,"Let's go inside, it's freezing out here.","Good idea, I'm cold too!",中に入ろう、外寒すぎる。,いいね、私も寒い！,Kevin,Ivy,1,Kevin,Ivy,___________,"Good idea, I'm cold too!","Let's go inside, it's freezing out here.","Let's|go|inside,|it's|freezing|out|here.",e0179-a.mp3,e0179-b.mp3,1,Kevin.png,user,left,right
e0180,va0101,inside,There's a small toy inside this box.,,この箱の中に小さいおもちゃが入ってるよ。,,Ivy,,1,Ivy,,___________,,There's a small toy inside this box.,There's|a|small|toy|inside|this|box.,e0180-a.mp3,,1,user,,right,none
e0181,va0102,forget,Don't forget your homework tomorrow.,"I won't, I promise!",明日宿題忘れないでね。,忘れないよ、約束する！,Matthew,Ivy,1,Matthew,Ivy,___________,"I won't, I promise!",Don't forget your homework tomorrow.,Don't|forget|your|homework|tomorrow.,e0181-a.mp3,e0181-b.mp3,1,Matthew.png,user,left,right
e0182,va0102,forget,I always forget where I put my glasses.,,眼鏡をどこに置いたかいつも忘れちゃうんだ。,,Ivy,,1,Ivy,,___________,,I always forget where I put my glasses.,I|always|forget|where|I|put|my|glasses.,e0182-a.mp3,,1,user,,right,none
e0183,va0103,garden,We planted tomatoes in the garden.,That sounds fun!,庭にトマトを植えたんだ。,楽しそうだね！,Ivy,Matthew,1,Ivy,Matthew,___________,That sounds fun!,We planted tomatoes in the garden.,We|planted|tomatoes|in|the|garden.,e0183-a.mp3,e0183-b.mp3,1,user,Matthew.png,right,left
e0184,va0103,garden,The garden looks beautiful in spring.,,庭は春になるととてもきれいだよ。,,Ivy,,1,Ivy,,___________,,The garden looks beautiful in spring.,The|garden|looks|beautiful|in|spring.,e0184-a.mp3,,1,user,,right,none
e0185,va0104,quick,Can you make a quick sandwich for me?,"Sure, give me two minutes.",さっとサンドイッチ作ってくれる？,うん、2分ちょうだい。,Ivy,Matthew,1,Ivy,Matthew,___________,"Sure, give me two minutes.",Can you make a quick sandwich for me?,Can|you|make|a|quick|sandwich|for|me?,e0185-a.mp3,e0185-b.mp3,1,user,Matthew.png,right,left
e0186,va0104,quick,That was a quick trip to the store!,,お店に行くの、あっという間だったね！,,Ivy,,1,Ivy,,___________,,That was a quick trip to the store!,That|was|a|quick|trip|to|the|store!,e0186-a.mp3,,1,user,,right,none
e0187,va0105,fat,This cat looks so fat and fluffy!,"Haha, she loves eating.",この猫、すごく太ってふわふわだね！,はは、食べるの大好きなんだよ。,Kevin,Ivy,1,Kevin,Ivy,___________,"Haha, she loves eating.",This cat looks so fat and fluffy!,This|cat|looks|so|fat|and|fluffy!,e0187-a.mp3,e0187-b.mp3,1,Kevin.png,user,left,right
e0188,va0105,fat,Fat is stored in the body for energy.,,脂肪はエネルギーとして体に蓄えられるんだ。,,Ruth,,1,Ruth,,___________,,Fat is stored in the body for energy.,Fat|is|stored|in|the|body|for|energy.,e0188-a.mp3,,1,05.png,,left,none
e0189,va0106,travel,I want to travel around the world someday.,,いつか世界中を旅してみたいな。,,Ivy,,1,Ivy,,___________,,I want to travel around the world someday.,I|want|to|travel|around|the|world|someday.,e0189-a.mp3,,1,user,,right,none
e0190,va0106,travel,We travel to my grandma's house every summer.,,毎年夏、おばあちゃんの家に行くんだ。,,Ivy,,1,Ivy,,___________,,We travel to my grandma's house every summer.,We|travel|to|my|grandma's|house|every|summer.,e0190-a.mp3,,1,user,,right,none
e0191,va0107,hate,I hate getting up early on Mondays.,"Same here, ugh.",月曜の早起き、大嫌い。,私も、うわあ。,Ivy,Kevin,1,Ivy,Kevin,___________,"Same here, ugh.",I hate getting up early on Mondays.,I|hate|getting|up|early|on|Mondays.,e0191-a.mp3,e0191-b.mp3,1,user,Kevin.png,right,left
e0192,va0107,hate,She doesn't hate broccoli anymore.,,彼女はもうブロッコリーが嫌いじゃなくなったんだ。,,Ivy,,1,Ivy,,___________,,She doesn't hate broccoli anymore.,She|doesn't|hate|broccoli|anymore.,e0192-a.mp3,,1,user,,right,none
e0193,va0108,person,She's a really kind person.,"I agree, she always helps everyone.",彼女は本当に優しい人だよね。,そう思う、いつもみんなを助けてるもんね。,Kevin,Ivy,1,Kevin,Ivy,___________,"I agree, she always helps everyone.",She's a really kind person.,She's|a|really|kind|person.,e0193-a.mp3,e0193-b.mp3,1,Kevin.png,user,left,right
e0194,va0108,person,Who's the person standing by the door?,,ドアのそばに立ってる人は誰？,,Ivy,,1,Ivy,,___________,,Who's the person standing by the door?,Who's|the|person|standing|by|the|door?,e0194-a.mp3,,1,user,,right,none
e0195,va0109,news,Did you hear the news about the school trip?,"No, what happened?",修学旅行のニュース聞いた？,ううん、何かあったの？,Ivy,Matthew,1,Ivy,Matthew,___________,"No, what happened?",Did you hear the news about the school trip?,Did|you|hear|the|news|about|the|school|trip?,e0195-a.mp3,e0195-b.mp3,1,user,Matthew.png,right,left
e0196,va0109,news,I watch the news with my dad every night.,,毎晩お父さんとニュースを見てるんだ。,,Ivy,,1,Ivy,,___________,,I watch the news with my dad every night.,I|watch|the|news|with|my|dad|every|night.,e0196-a.mp3,,1,user,,right,none
e0197,va0110,care,"Take care of yourself, okay?","I will, thanks!",体に気をつけてね。,うん、ありがとう！,Matthew,Ivy,1,Matthew,Ivy,___________,"I will, thanks!","Take care of yourself, okay?","Take|care|of|yourself,|okay?",e0197-a.mp3,e0197-b.mp3,1,Matthew.png,user,left,right
e0198,va0110,care,I don't really care what people think.,,人がどう思おうと、あまり気にしないんだ。,,Ivy,,1,Ivy,,___________,,I don't really care what people think.,I|don't|really|care|what|people|think.,e0198-a.mp3,,1,user,,right,none
e0199,va0111,at last,"At last, we finished the puzzle!",That took forever!,やっとパズル終わった！,すごく時間かかったね！,Kevin,Ivy,1,Kevin,Ivy,___________,That took forever!,"At last, we finished the puzzle!","At|last,|we|finished|the|puzzle!",e0199-a.mp3,e0199-b.mp3,1,Kevin.png,user,left,right
e0200,va0111,at last,"At last, the rain stopped.",,ついに雨が止んだよ。,,Ivy,,1,Ivy,,___________,,"At last, the rain stopped.","At|last,|the|rain|stopped.",e0200-a.mp3,,1,user,,right,none
e0201,va0031,hear,Did you hear that noise?,"Yeah, what was it?",今の音聞こえた？,うん、何だったんだろう？,Kevin,Ivy,1,Kevin,Ivy,___________,"Yeah, what was it?",Did you hear that noise?,Did|you|hear|that|noise?,e0201-a.mp3,e0201-b.mp3,1,Kevin.png,user,left,right
e0202,va0031,hear,"I can't hear you, can you speak louder?",,聞こえないよ、もっと大きい声で話してくれる？,,Ivy,,1,Ivy,,___________,,"I can't hear you, can you speak louder?","I|can't|hear|you,|can|you|speak|louder?",e0202-a.mp3,,1,user,,right,none
